collection_date,isolation_type,min_same,min_diff,serovar_new,country,isolation_source_new,num_close,antigen_formula_new,suscept_sim,mds_a_complete,mds_b_complete,sul2_complete,sul1_complete,bla_tem_1_complete,aad_a1_complete,fos_a7_complete,bla_cmy_2_complete,tet_a_complete,aph_3_ib_complete,aph_6_id_complete,tet_b_complete,streptomycin
2017,environmental/other,2,10,Kentucky,USA,chicken,2,8:i:z6,1,1,1,0,0,0,0,0,0,0,1,1,1,0
2014,environmental/other,27,35,Other,USA,pork,0,Other,0.70700323896399,1,1,0,1,0,1,0,0,0,0,0,0,0
2006,environmental/other,4,9,Infantis,USA,chicken,1,"7:r:1,5",0.6033031088082902,1,1,0,0,0,0,0,0,0,0,0,0,1
2013,environmental/other,0,3,Anatum,USA,beef,2,Other,0.9213161659513592,1,1,0,0,0,0,0,0,0,0,0,0,1
2016,environmental/other,26,17,Other,USA,beef,0,Other,0.8219180836165519,1,1,0,0,0,0,0,0,0,0,0,0,1
2014,environmental/other,6,15,Other,USA,pork,1,Other,0.8860103626943006,1,1,1,0,0,0,1,0,0,0,0,1,1
2016,environmental/other,6,35,Other,USA,pork,1,Other,0.8860103626943006,1,1,1,0,0,0,1,0,0,0,0,1,1
2016,environmental/other,4,1,Infantis,USA,pork,2,"7:r:1,5",0.8065356129510057,1,1,0,0,0,0,0,0,0,0,0,0,1
2008,environmental/other,13,19,Kentucky,USA,chicken,0,8:i:z6,0.756650769310565,1,1,0,0,0,0,0,1,0,0,0,0,1
2007,environmental/other,23,42,Heidelberg,USA,turkey,0,Other,0.62,1,1,1,0,0,0,1,0,1,0,0,0,1
2009,environmental/other,23,13,Heidelberg,USA,turkey,0,"4:r:1,2",0.62,1,1,1,0,0,0,1,1,1,0,0,0,1
2009,environmental/other,11,33,Typhimurium var. 5-,USA,chicken,0,"4:i:1,2",1,1,1,1,0,1,0,0,1,1,0,0,0,1
2009,environmental/other,11,25,Typhimurium var. 5-,USA,chicken,0,"4:i:1,2",1,1,1,1,0,1,0,0,1,1,0,0,0,1
2009,environmental/other,0,7,Typhimurium var. 5-,USA,chicken,2,"4:i:1,2",1,1,1,1,0,0,0,0,0,1,0,0,0,1
2009,environmental/other,0,16,Typhimurium var. 5-,USA,chicken,1,"4:i:1,2",1,1,1,1,0,0,0,0,0,1,0,0,0,1
2008,environmental/other,1,22,Other,USA,chicken,1,Other,0.8936340186340186,1,1,0,0,0,0,0,0,0,0,0,0,1
2008,environmental/other,3,38,Kentucky,USA,chicken,0,8:i:z6,1,1,1,0,0,0,0,0,0,0,0,0,0,1
2008,environmental/other,3,22,Kentucky,USA,chicken,1,8:i:z6,1,1,1,0,0,0,0,0,0,0,0,0,0,1
2008,environmental/other,25,43,Typhimurium var. 5-,USA,chicken,0,"4:i:1,2",1,1,1,1,0,0,0,0,1,1,0,0,0,1
2008,environmental/other,25,20,Typhimurium,USA,chicken,0,"4:i:1,2",1,1,1,1,0,0,0,0,1,1,0,0,0,1
2014,environmental/other,9,31,Kentucky,USA,chicken,0,8:i:z6,0.878220166207006,1,1,0,0,0,0,0,0,0,1,1,1,0
2016,environmental/other,17,29,Kentucky,USA,chicken,0,8:i:z6,0.9302091791362178,1,1,0,0,0,0,0,0,0,1,1,1,0
2005,environmental/other,7,41,Other,USA,turkey,0,Other,1,1,1,1,0,0,0,0,1,1,1,1,0,0
2005,environmental/other,7,12,Other,USA,turkey,0,Other,1,1,1,1,0,0,0,0,1,1,1,1,0,0
2004,environmental/other,28,17,Kentucky,USA,chicken,0,8:i:z6,1,1,1,0,0,0,0,0,0,0,0,0,0,1
2006,environmental/other,28,42,Kentucky,USA,chicken,0,8:i:z6,1,1,1,0,0,0,0,0,0,0,0,0,0,1
2003,environmental/other,31,39,Kentucky,USA,chicken,0,8:i:z6,0.7467719469959343,1,1,0,0,0,0,0,0,0,0,0,0,1
2003,environmental/other,0,3,Enteritidis,USA,chicken,2,"9:g,m:-",0.9235807860262008,1,1,0,0,1,0,0,0,0,0,0,0,1
2003,environmental/other,0,49,Kentucky,USA,chicken,1,8:i:z6,0.8890157543728768,1,1,0,0,0,0,0,0,0,0,0,0,1
2008,environmental/other,13,8,Other,USA,chicken,0,Other,0.7373443312307941,1,1,0,0,0,0,0,0,0,0,0,0,1
2007,environmental/other,23,17,Other,USA,turkey,0,Other,0.3211009174311926,1,1,0,0,0,0,0,0,0,0,0,0,1
2007,environmental/other,23,22,Other,USA,turkey,0,Other,0.3211009174311926,1,1,1,1,1,1,0,1,1,1,1,0,0
2017,environmental/other,5,13,Typhimurium var. 5-,USA,chicken,1,"4:i:1,2",0.8129435595750517,1,1,1,0,0,0,0,1,1,0,0,0,1
2014,environmental/other,4,5,Other,USA,pork,2,Other,0.8157894736842105,1,1,1,0,1,0,1,0,1,1,1,0,0
2018,environmental/other,4,7,Other,USA,chicken,2,Other,0.8157894736842105,1,1,1,0,1,0,1,0,1,1,1,0,0
2018,environmental/other,6,20,Kentucky,USA,chicken,1,8:i:z6,0.9798026929132848,1,1,0,0,0,0,0,0,0,1,1,1,0
2007,environmental/other,1,39,Kentucky,USA,chicken,1,8:i:z6,0.9348837209302324,1,1,0,0,0,0,0,0,0,1,1,1,0
2007,environmental/other,1,10,Kentucky,USA,chicken,1,8:i:z6,0.9348837209302324,1,1,0,0,0,0,0,0,0,1,1,1,1
2002,environmental/other,31,20,Kentucky,USA,chicken,0,8:i:z6,1,1,1,0,0,0,0,0,0,0,0,0,0,1
2005,environmental/other,22,27,Infantis,USA,pork,0,"7:r:1,5",0.7713212888560281,1,1,0,0,0,0,0,0,0,0,0,0,1
2009,environmental/other,32,23,Kentucky,USA,chicken,0,8:i:z6,0.8243243243243243,1,1,0,0,0,0,0,0,0,0,0,0,1
2018,environmental/other,32,10,Kentucky,USA,chicken,0,Other,0.8243243243243243,1,1,0,0,0,0,0,0,0,0,0,0,1
2018,environmental/other,1,4,Other,USA,pork,2,Other,0.6937732039919632,1,1,1,1,0,1,0,1,0,0,0,1,0
2018,environmental/other,11,34,Other,USA,chicken,0,Other,0.8850184649166584,1,1,0,0,0,0,1,0,0,0,0,0,1
2019,environmental/other,4,11,Other,USA,pork,1,Other,0.8956071583424452,1,1,0,0,0,0,0,0,1,0,0,0,1
2018,environmental/other,25,15,Other,USA,turkey,0,Other,1,1,1,0,0,0,0,0,0,0,0,0,0,1
2019,environmental/other,25,42,Other,USA,turkey,0,Other,1,1,1,0,0,0,0,0,0,0,0,0,0,1
2019,environmental/other,1,2,Other,USA,chicken,2,Other,0.756180275319751,1,1,0,0,0,0,0,0,1,0,0,0,1
2005,environmental/other,23,35,Typhimurium,USA,turkey,0,"4:i:1,2",0.74475954723865,1,1,0,0,0,0,0,1,0,0,0,0,1
2005,environmental/other,4,9,Other,USA,chicken,1,Other,0.9348837209302324,1,1,0,0,0,0,0,0,0,0,0,0,1
2016,environmental/other,18,32,Other,USA,beef,0,Other,0.9261322652375054,1,1,0,0,0,0,0,0,1,0,0,0,1
2016,environmental/other,1,15,Other,USA,pork,1,Other,0.9294911097486204,1,1,0,0,0,0,0,0,0,1,1,1,0
2014,environmental/other,24,11,Schwarzengrund,USA,pork,0,Other,0.99009009009009,1,1,0,0,0,0,0,0,0,0,0,0,1
2016,environmental/other,0,17,Other,USA,pork,1,Other,0.9257657235155012,1,1,0,0,0,0,0,0,0,0,0,0,1
2002,environmental/other,9,23,Other,USA,chicken,0,Other,0.8463910806246395,1,1,0,0,0,0,0,0,0,0,0,0,1
2002,environmental/other,6,40,Typhimurium var. 5-,USA,pork,0,"4:i:1,2",0.9767754750399572,1,1,0,0,0,0,0,0,0,0,0,1,1
2002,environmental/other,9,31,Other,USA,chicken,0,Other,0.9261322652375054,1,1,0,0,0,0,0,0,0,0,0,0,1
2002,environmental/other,4,23,Typhimurium var. 5-,USA,chicken,1,"4:i:1,2",0.924892703862661,1,1,0,0,0,0,0,1,0,0,0,0,1
2002,environmental/other,22,39,Kentucky,USA,turkey,0,8:i:z6,0.6627069938074871,1,1,0,0,0,0,0,1,0,0,0,0,1
2003,environmental/other,19,46,Typhimurium var. 5-,USA,chicken,0,"4:i:1,2",0.8844321353597727,1,1,0,0,0,0,0,1,0,0,0,0,1
2004,environmental/other,5,25,Typhimurium var. 5-,USA,chicken,0,"4:i:1,2",0.7418503665262619,1,1,1,0,0,0,0,1,1,1,1,0,0
2002,environmental/other,8,28,Other,USA,chicken,0,Other,0.8674984350305517,1,1,0,0,0,0,0,0,0,0,0,0,1
2002,environmental/other,19,38,Schwarzengrund,USA,turkey,0,Other,0.878220166207006,1,1,0,0,0,0,0,0,0,0,0,0,1
2004,environmental/other,28,19,Kentucky,USA,turkey,0,8:i:z6,0.8349528567869179,1,1,0,0,0,0,0,0,0,0,0,0,1
2004,environmental/other,12,60,Kentucky,USA,chicken,0,8:i:z6,0.8651877552114697,1,1,0,0,0,0,0,0,0,1,1,1,0
2004,environmental/other,1,19,Kentucky,USA,chicken,1,8:i:z6,0.8644687677976031,1,1,0,0,0,0,0,0,0,0,0,0,1
2005,environmental/other,5,19,Other,USA,turkey,0,Other,1,1,1,0,0,0,0,0,0,0,0,0,0,1
2005,environmental/other,15,21,Kentucky,USA,chicken,1,8:i:z6,0.7859508735886455,1,1,0,0,0,0,0,1,0,0,0,0,1
2003,environmental/other,6,52,Kentucky,USA,chicken,0,8:i:z6,0.8224533938985131,1,1,0,0,0,0,0,0,1,1,1,0,0
2005,environmental/other,9,20,Other,USA,beef,1,Other,0.985632183908046,1,1,0,0,0,0,0,0,0,0,0,0,1
2004,environmental/other,3,15,Other,USA,chicken,1,Other,0.878220166207006,1,1,0,0,0,0,0,0,0,0,0,0,1
2004,environmental/other,17,18,Other,USA,turkey,0,Other,0.8808531778243944,1,1,0,0,0,0,0,0,0,0,0,0,1
2005,environmental/other,5,35,Kentucky,USA,chicken,1,8:i:z6,1,1,1,0,0,0,0,0,0,0,0,0,0,1
2005,environmental/other,10,27,Kentucky,USA,chicken,0,8:i:z6,1,1,1,0,0,0,0,0,0,0,0,0,0,1
2005,environmental/other,17,19,Other,USA,chicken,0,Other,0.7470465419797307,1,1,0,1,0,1,0,0,0,0,0,0,0
2005,environmental/other,8,9,Anatum,USA,chicken,1,Other,0.7728646313033936,1,1,0,0,1,0,0,1,0,1,1,1,0
2003,environmental/other,2,33,Kentucky,USA,turkey,0,8:i:z6,0.8460574586891291,1,1,0,0,0,0,0,0,0,1,1,1,0
2003,environmental/other,8,48,Other,USA,turkey,0,Other,0.8436977598689328,1,1,0,0,0,0,0,0,0,0,0,0,1
2003,environmental/other,4,11,Other,USA,beef,1,Other,0.8738738738738738,1,1,0,0,0,0,0,0,0,0,0,0,1
2004,environmental/other,2,42,Kentucky,USA,chicken,0,8:i:z6,0.8734170508133312,1,1,0,0,0,0,0,0,0,0,0,0,1
2007,environmental/other,17,27,Saintpaul,USA,beef,0,"4:e,h:1,2",0.35293200249532125,1,1,0,0,0,0,0,0,0,0,0,0,1
2006,environmental/other,0,16,Other,USA,turkey,1,Other,0.8809464248285241,1,1,0,0,1,0,0,0,0,1,0,0,0
2019,environmental/other,11,35,Other,USA,other/unspecified,0,Other,1,1,1,0,0,0,0,0,0,0,0,0,0,1
2012,clinical,9,14,Enteritidis,USA,stool,0,"9:g,m:-",0.8848167539267016,1,1,0,0,0,0,0,0,0,0,0,0,1
2018,environmental/other,0,0,Enteritidis,USA,chicken,2,"9:g,m:-",0.997046583434018,1,1,0,0,0,0,0,0,0,0,0,0,1
2019,environmental/other,1,0,Enteritidis,USA,chicken,2,"9:g,m:-",0.997046583434018,1,1,0,0,0,0,0,0,0,0,0,0,1
2019,environmental/other,0,2,Enteritidis,USA,chicken,2,"9:g,m:-",0.997046583434018,1,1,0,0,0,0,0,0,0,0,0,0,1
2019,environmental/other,0,1,Enteritidis,USA,chicken,2,"9:g,m:-",0.997046583434018,1,1,0,0,0,0,0,0,0,0,0,0,1
2018,environmental/other,0,0,Enteritidis,USA,chicken,2,"9:g,m:-",0.997046583434018,1,1,0,0,0,0,0,0,0,0,0,0,1
2018,environmental/other,2,3,Enteritidis,USA,chicken,2,"9:g,m:-",0.997046583434018,1,1,0,0,0,0,0,0,0,0,0,0,1
2018,environmental/other,1,1,Enteritidis,USA,chicken,2,"9:g,m:-",0.997046583434018,1,1,0,0,0,0,0,0,0,0,0,0,1
2018,environmental/other,0,2,Enteritidis,USA,chicken,2,"9:g,m:-",0.997046583434018,1,1,0,0,0,0,0,0,0,0,0,0,1
2018,environmental/other,2,2,Enteritidis,USA,chicken,2,"9:g,m:-",0.997046583434018,1,1,0,0,0,0,0,0,0,0,0,0,1
2018,environmental/other,2,0,Enteritidis,USA,chicken,2,"9:g,m:-",0.997046583434018,1,1,0,0,0,0,0,0,0,0,0,0,1
2018,environmental/other,0,0,Enteritidis,USA,chicken,2,"9:g,m:-",0.997046583434018,1,1,0,0,0,0,0,0,0,0,0,0,1
2019,environmental/other,4,0,Enteritidis,USA,chicken,2,"9:g,m:-",0.997046583434018,1,1,0,0,0,0,0,0,0,0,0,0,1
2019,environmental/other,2,0,Enteritidis,USA,chicken,2,"9:g,m:-",0.997046583434018,1,1,0,0,0,0,0,0,0,0,0,0,1
2019,environmental/other,0,0,Enteritidis,USA,chicken,2,"9:g,m:-",0.997046583434018,1,1,0,0,0,0,0,0,0,0,0,0,1
2019,environmental/other,1,1,Enteritidis,USA,turkey,2,"9:g,m:-",0.997046583434018,1,1,0,0,0,0,0,0,0,0,0,0,1
2019,environmental/other,2,1,Enteritidis,USA,chicken,2,"9:g,m:-",0.997046583434018,1,1,0,0,0,0,0,0,0,0,0,0,1
2019,environmental/other,1,3,Enteritidis,USA,chicken,2,"9:g,m:-",0.997046583434018,1,1,0,0,0,0,0,0,0,0,0,0,1
2018,environmental/other,1,1,Enteritidis,USA,chicken,2,"9:g,m:-",0.997046583434018,1,1,0,0,0,0,0,0,0,0,0,0,1
2019,environmental/other,2,1,Enteritidis,USA,other/unspecified,2,"9:g,m:-",0.997046583434018,1,1,0,0,0,0,0,0,0,0,0,0,1
2019,environmental/other,3,3,Enteritidis,USA,chicken,2,"9:g,m:-",0.997046583434018,1,1,0,0,0,0,0,0,0,0,0,0,1
2019,environmental/other,3,3,Enteritidis,USA,other/unspecified,2,"9:g,m:-",0.997046583434018,1,1,0,0,0,0,0,0,0,0,0,0,1
2019,environmental/other,1,1,Enteritidis,USA,other/unspecified,2,"9:g,m:-",0.997046583434018,1,1,0,0,0,0,0,0,0,0,0,0,1
2019,environmental/other,3,3,Enteritidis,USA,other/unspecified,2,"9:g,m:-",0.997046583434018,1,1,0,0,0,0,0,0,0,0,0,0,1
2019,environmental/other,2,0,Enteritidis,USA,chicken,2,"9:g,m:-",0.997046583434018,1,1,0,0,0,0,0,0,0,0,0,0,1
2019,environmental/other,1,1,Other,USA,chicken,2,"9:g,m:-",0.997046583434018,1,1,0,0,0,0,0,0,0,0,0,0,1
2019,environmental/other,4,4,Enteritidis,USA,chicken,2,"9:g,m:-",0.997046583434018,1,1,0,0,0,0,0,0,0,0,0,0,1
2019,environmental/other,1,2,Other,USA,chicken,2,"9:g,m:-",0.997046583434018,1,1,0,0,0,0,0,0,0,0,0,0,1
2019,environmental/other,0,0,Other,USA,chicken,2,"9:g,m:-",0.997046583434018,1,1,0,0,0,0,0,0,0,0,0,0,1
2019,environmental/other,0,1,Other,USA,turkey,2,"9:g,m:-",0.997046583434018,1,1,0,0,0,0,0,0,0,0,0,0,1
2018,environmental/other,5,8,Other,USA,turkey,1,Other,0.9294911097486204,1,1,0,0,0,0,0,0,0,0,0,0,1
2017,environmental/other,0,18,Typhimurium,USA,chicken,1,"4:i:1,2",0.8873873873873874,1,1,1,0,0,0,0,1,1,1,1,0,0
2017,environmental/other,0,18,Typhimurium,USA,beef,1,"4:i:1,2",0.8873873873873874,1,1,1,0,0,0,0,1,1,1,1,0,0
2017,environmental/other,5,5,Typhimurium,USA,turkey,2,"4:i:1,2",0.4369369369369369,1,1,0,0,0,0,0,0,0,0,0,0,1
2017,environmental/other,2,20,Typhimurium,USA,chicken,1,"4:i:1,2",0.8873873873873874,1,1,1,0,0,0,0,1,0,1,1,0,0
2017,environmental/other,1,19,Typhimurium,USA,chicken,1,"4:i:1,2",0.8873873873873874,1,1,1,0,0,0,0,1,1,1,1,0,0
2017,environmental/other,1,19,Typhimurium,USA,pork,1,"4:i:1,2",0.8873873873873874,1,1,1,0,0,0,0,1,1,1,1,0,0
2018,clinical,4,15,Other,USA,turkey,1,Other,0.8089415210551801,1,1,0,1,0,0,0,0,1,0,0,0,1
2012,environmental/other,27,41,Other,USA,beef,0,Other,0.8808531778243944,1,1,0,0,0,0,0,0,0,0,0,0,1
2019,environmental/other,0,0,Other,USA,pork,2,Other,0.9321676874641914,1,1,0,0,0,0,0,0,0,0,0,0,1
2005,environmental/other,0,14,Other,USA,pork,1,Other,0.851528384279476,1,1,0,0,0,0,0,0,0,0,0,0,1
2016,environmental/other,0,2,Other,USA,pork,2,Other,0.962882096069869,1,1,0,0,0,0,0,0,0,0,0,0,1
2016,environmental/other,0,2,Other,USA,pork,2,Other,0.962882096069869,1,1,0,0,0,0,0,0,0,0,0,0,1
2016,environmental/other,1,2,Other,USA,pork,2,Other,0.962882096069869,1,1,0,0,0,0,0,0,0,0,0,0,1
2016,environmental/other,1,2,Other,USA,chicken,2,Other,0.962882096069869,1,1,0,0,0,0,0,0,0,0,0,0,1
2005,environmental/other,7,35,Other,USA,turkey,1,Other,0.9261322652375054,1,1,0,0,0,0,0,0,0,0,0,1,1
2004,environmental/other,6,36,Other,USA,turkey,1,Other,0.9261322652375054,1,1,0,0,0,0,0,0,0,0,0,1,1
2005,environmental/other,1,39,Other,USA,turkey,1,Other,0.9261322652375054,1,1,0,0,0,0,0,0,0,0,0,1,1
2005,environmental/other,1,40,Other,USA,turkey,1,Other,0.9261322652375054,1,1,0,0,0,0,0,0,0,0,0,1,1
2006,environmental/other,0,42,Other,USA,turkey,1,Other,0.9261322652375054,1,1,0,0,0,0,0,0,0,0,0,1,1
2006,environmental/other,0,42,Other,USA,turkey,1,Other,0.9261322652375054,1,1,0,0,0,0,0,0,0,0,0,1,1
2006,environmental/other,0,42,Other,USA,turkey,1,Other,0.9261322652375054,1,1,0,0,0,0,0,0,0,0,0,1,1
2006,environmental/other,6,45,Other,USA,turkey,1,Other,0.9261322652375054,1,1,0,0,0,0,0,0,0,0,0,1,1
2005,environmental/other,6,38,Other,USA,turkey,1,Other,0.8745183662984845,1,1,0,0,0,0,0,0,0,0,0,0,1
2008,environmental/other,6,40,Other,USA,turkey,1,Other,0.9261322652375054,1,1,0,0,0,0,0,0,0,0,0,1,1
2014,environmental/other,21,30,Other,USA,turkey,0,Other,0.8494084455363616,1,1,0,0,0,0,0,0,0,0,0,1,1
2008,environmental/other,10,48,Other,USA,turkey,0,Other,0.7494053663491281,1,1,0,0,1,0,0,0,0,0,0,1,1
2009,environmental/other,6,48,Other,USA,turkey,1,Other,0.9261322652375054,1,1,0,0,0,0,0,0,0,0,0,1,1
2009,environmental/other,1,21,Other,USA,turkey,1,Other,0.9261322652375054,1,1,0,0,0,0,0,0,0,0,0,1,1
2010,environmental/other,5,25,Other,USA,turkey,1,Other,0.9261322652375054,1,1,0,0,0,0,0,0,0,0,0,1,1
2016,environmental/other,14,49,Other,USA,chicken,0,Other,0.8632120753296213,1,1,0,0,0,0,0,0,0,0,0,1,1
2009,environmental/other,2,22,Other,USA,turkey,1,Other,0.9261322652375054,1,1,0,0,0,0,0,0,0,0,0,1,1
2009,environmental/other,13,50,Other,USA,turkey,0,Other,0.8129435595750517,1,1,0,0,0,0,0,0,0,0,0,1,1
2012,environmental/other,11,21,Other,USA,turkey,0,Other,0.8877677648794757,1,1,0,0,0,0,0,0,0,0,0,1,1
2011,environmental/other,3,15,Other,USA,turkey,1,Other,0.8877677648794757,1,1,0,0,0,0,0,0,0,0,0,1,1
2016,environmental/other,5,58,Other,USA,turkey,1,Other,0.8632120753296213,1,1,0,0,0,0,0,0,0,0,0,1,1
2016,environmental/other,13,22,Other,USA,turkey,0,Other,0.8632120753296213,1,1,0,0,0,0,0,0,0,0,0,1,1
2017,environmental/other,0,63,Other,USA,turkey,1,Other,0.8632120753296213,1,1,0,0,0,0,0,0,0,0,0,1,1
2018,environmental/other,0,63,Other,USA,turkey,1,Other,0.8632120753296213,1,1,0,0,0,0,0,0,0,0,0,1,1
2019,environmental/other,7,60,Other,USA,turkey,1,Other,0.8632120753296213,1,1,0,0,0,0,0,0,0,0,0,1,1
2016,environmental/other,16,18,Other,USA,pork,0,Other,0.7399794171812372,1,1,0,0,1,0,0,0,0,0,0,1,1
2019,environmental/other,20,2,Anatum,USA,pork,1,Other,0.6095764272559853,1,1,0,0,1,1,0,0,0,0,0,1,1
2019,environmental/other,11,18,Other,USA,pork,0,Other,0.792641642292276,1,1,0,1,1,0,0,0,0,0,0,1,0
2005,environmental/other,3,28,Other,USA,turkey,1,Other,0.9018897492012052,1,1,0,0,1,0,0,0,0,0,0,0,1
2003,environmental/other,0,41,Other,USA,turkey,1,Other,0.8396695465852295,1,1,0,0,1,0,0,0,0,0,0,0,1
2003,environmental/other,0,41,Other,USA,turkey,1,Other,0.8245881238883812,1,1,0,0,1,0,0,0,0,0,0,0,0
2003,environmental/other,16,43,Other,USA,turkey,0,Other,0.7522413793103448,1,1,0,0,0,0,0,0,0,0,0,0,1
2006,environmental/other,14,39,Other,USA,turkey,0,Other,0.8573563045076639,1,1,0,0,1,0,0,0,0,0,0,0,1
2006,environmental/other,11,36,Other,USA,turkey,0,Other,0.9018897492012052,1,1,0,0,1,0,0,0,0,0,0,0,1
2006,environmental/other,5,33,Other,USA,turkey,1,Other,0.9018897492012052,1,1,0,0,1,0,0,0,0,0,0,0,1
2006,environmental/other,0,27,Other,USA,turkey,1,Other,0.9018897492012052,1,1,0,0,1,0,0,0,0,0,0,0,1
2007,environmental/other,11,32,Other,USA,turkey,0,Other,0.9018897492012052,1,1,0,0,1,0,0,0,0,0,0,0,1
2005,environmental/other,3,28,Other,USA,turkey,1,Other,0.9018897492012052,1,1,0,0,1,0,0,0,0,0,0,0,1
2005,environmental/other,3,29,Other,USA,turkey,1,Other,0.9018897492012052,1,1,0,0,1,0,0,0,0,0,0,0,1
2007,environmental/other,11,32,Other,USA,turkey,0,Other,0.9018897492012052,1,1,0,0,1,0,0,0,0,0,0,0,1
2008,environmental/other,14,39,Other,USA,turkey,0,Other,0.9018897492012052,1,1,0,0,1,0,0,0,0,0,0,0,1
2011,environmental/other,1,25,Other,USA,turkey,1,Other,0.7936400755306667,1,1,0,0,1,1,0,0,0,0,0,0,0
2011,environmental/other,0,21,Other,USA,turkey,1,Other,0.8841911017359204,1,1,0,0,1,0,0,0,0,0,0,0,1
2009,environmental/other,15,36,Other,USA,turkey,0,Other,0.9018897492012052,1,1,0,0,1,0,0,0,0,0,0,0,1
2010,environmental/other,13,34,Other,USA,turkey,0,Other,0.9018897492012052,1,1,0,0,1,0,0,0,0,0,0,0,1
2014,environmental/other,10,12,Other,USA,turkey,0,Other,0.7733618964152891,1,1,0,0,1,1,0,0,0,0,0,0,1
2010,environmental/other,0,51,Other,USA,turkey,1,Other,0.793382329572541,1,1,0,0,0,0,0,0,0,0,0,0,1
2010,environmental/other,0,51,Other,USA,pork,1,Other,0.793382329572541,1,1,0,0,0,0,0,0,0,0,0,0,1
2016,environmental/other,7,5,Other,USA,turkey,2,Other,0.8105937291793529,1,1,0,0,1,1,0,0,0,0,0,0,1
2016,environmental/other,2,17,Other,USA,turkey,1,Other,0.7615373904011346,1,1,0,0,1,0,0,0,0,0,0,0,0
2016,environmental/other,4,2,Other,USA,beef,2,Other,1,1,1,0,0,0,0,0,0,0,0,0,0,1
2016,environmental/other,4,6,Other,USA,pork,2,Other,1,1,1,0,0,0,0,0,0,0,0,0,0,1
2014,environmental/other,9,13,Other,USA,beef,0,Other,0.8794051693615013,1,1,0,0,0,0,0,0,0,0,0,0,1
2009,environmental/other,13,16,Other,USA,beef,0,Other,0.880349344978166,1,1,0,0,0,0,0,0,0,0,0,0,1
2016,environmental/other,6,18,Other,USA,beef,1,Other,0.9207915338919704,1,1,0,0,0,0,0,0,0,0,0,0,1
2016,environmental/other,5,10,Other,USA,beef,1,Other,0.9207915338919704,1,1,0,0,0,0,0,0,0,0,0,0,1
2016,environmental/other,3,8,Other,USA,chicken,1,Other,0.9767754750399572,1,1,0,0,0,0,0,0,0,0,0,0,1
2016,environmental/other,9,6,Infantis,USA,pork,1,"7:r:1,5",0.7961081638700326,1,1,0,0,0,0,0,0,0,0,0,0,1
2016,environmental/other,20,19,Other,USA,beef,0,Other,0.9767754750399572,1,1,0,0,0,0,0,0,0,0,0,0,1
2005,environmental/other,7,19,Schwarzengrund,USA,turkey,1,Other,0.8649647295935505,1,1,0,0,0,0,0,0,0,0,0,0,1
2005,environmental/other,7,20,Schwarzengrund,USA,turkey,1,Other,0.8649647295935505,1,1,0,0,0,0,0,0,0,0,0,0,1
2007,environmental/other,12,25,Schwarzengrund,USA,turkey,0,Other,0.8649647295935505,1,1,0,0,0,0,0,0,0,0,0,0,1
2012,environmental/other,2,37,Schwarzengrund,USA,turkey,1,Other,0.8931847856894217,1,1,0,0,0,0,0,0,0,0,0,0,1
2009,environmental/other,13,36,Schwarzengrund,USA,turkey,0,Other,0.8786797070159919,1,1,0,0,0,0,0,0,0,0,0,0,1
2011,environmental/other,0,32,Schwarzengrund,USA,turkey,1,Other,0.8931847856894217,1,1,0,0,0,0,0,0,0,0,0,0,1
2011,environmental/other,3,31,Schwarzengrund,USA,turkey,1,Other,0.8931847856894217,1,1,0,0,0,0,0,0,0,0,0,0,1
2017,environmental/other,6,50,Schwarzengrund,USA,turkey,1,Other,0.8965231723590782,1,1,0,0,0,0,0,0,0,0,0,0,1
2019,environmental/other,11,59,Schwarzengrund,USA,turkey,0,Other,0.8777262314380219,1,1,0,0,0,0,0,0,0,0,0,0,1
2019,environmental/other,8,56,Schwarzengrund,USA,turkey,0,Other,0.8965231723590782,1,1,0,0,0,0,0,0,0,0,0,0,1
2019,environmental/other,6,54,Anatum,USA,turkey,1,Other,0.8965231723590782,1,1,0,0,0,0,0,0,0,0,0,0,1
2018,environmental/other,9,6,Schwarzengrund,USA,turkey,1,Other,0.8777262314380219,1,1,0,0,0,0,0,0,0,0,0,0,1
2016,environmental/other,7,12,Other,USA,beef,1,Other,0.9123046746676436,1,1,0,0,0,0,0,0,0,0,0,0,1
2017,environmental/other,14,24,Kentucky,USA,chicken,0,8:i:z6,0.8738738738738738,1,0,0,0,0,0,0,0,0,1,1,1,0
2019,environmental/other,0,41,Kentucky,USA,chicken,1,8:i:z6,0.8738738738738738,1,0,0,0,0,0,0,0,0,0,1,0,1
2002,environmental/other,16,11,Typhimurium,USA,chicken,0,"4:i:1,2",0.8934191702432046,1,1,0,0,0,0,0,0,0,0,0,0,1
2018,environmental/other,4,4,Typhimurium,USA,chicken,2,"4:i:1,2",1,1,1,0,0,0,0,0,0,0,0,0,0,1
2019,environmental/other,0,0,Typhimurium var. 5-,USA,chicken,2,"4:i:1,2",1,1,1,0,0,0,0,0,0,0,0,0,0,1
2002,environmental/other,1,10,Heidelberg,USA,turkey,1,"4:r:1,2",0.8178048547458228,1,1,0,0,0,0,1,0,0,0,0,1,1
2003,environmental/other,2,13,Heidelberg,USA,turkey,1,"4:r:1,2",0.9399155786475176,1,1,0,0,0,0,1,0,0,0,0,1,1
2003,environmental/other,2,13,Heidelberg,USA,turkey,1,"4:r:1,2",0.9399155786475176,1,1,0,0,0,0,1,0,0,0,0,1,1
