collection_date,isolation_type,min_same,min_diff,country,isolation_source_new,num_close,suscept_sim,resist_sim,bla_oxa_193_complete,x50s_l22_a103v_point,gyr_a_t86i_point,bla_oxa_complete,tet_o_complete,aph_3_ii_ia_complete,gentamicin
2019,environmental/other,3,14,USA,chicken,1,0.9673060156931124,1,0,0,0,0,0,0,1
2019,environmental/other,4,7,USA,chicken,2,0.9084568439407148,1,0,0,0,0,0,0,1
2019,environmental/other,3,1,USA,chicken,2,0.9084568439407148,1,0,0,0,0,0,0,1
2019,environmental/other,0,3,USA,chicken,2,0.9673060156931124,1,0,0,0,0,0,0,1
2019,environmental/other,0,9,USA,chicken,1,0.9084568439407148,1,0,0,0,0,0,0,1
2019,environmental/other,1,4,USA,chicken,2,0.9084568439407148,0.8372093023255813,0,0,0,0,0,0,1
2019,environmental/other,6,12,USA,chicken,1,0.9084568439407148,0.9544718694811202,0,0,0,0,0,0,1
2019,environmental/other,1,9,USA,other/unspecified,1,0.9084568439407148,1,0,0,0,0,0,0,1
2019,environmental/other,5,8,USA,chicken,1,0.9673060156931124,1,0,0,0,0,0,0,1
2019,environmental/other,3,11,USA,chicken,1,0.9084568439407148,1,0,0,0,0,0,0,1
2017,environmental/other,4,4,USA,chicken,2,0.9050632911392404,1,0,1,1,0,1,0,1
2018,environmental/other,0,5,USA,chicken,2,0.9050632911392404,1,0,1,1,0,1,0,1
2018,environmental/other,1,2,USA,chicken,2,0.9050632911392404,1,0,1,1,0,1,0,1
2019,environmental/other,1,2,USA,chicken,2,0.9050632911392404,1,0,1,1,0,1,0,1
2019,environmental/other,3,4,USA,chicken,2,0.9050632911392404,1,0,1,1,0,1,0,1
2019,environmental/other,3,3,USA,chicken,2,0.8813291139240507,1,0,1,1,0,1,0,1
2019,environmental/other,2,2,USA,chicken,2,0.8813291139240507,1,0,1,1,0,1,0,1
2019,environmental/other,5,4,USA,chicken,2,0.8813291139240507,1,0,1,1,0,1,0,1
2016,environmental/other,11,16,USA,chicken,0,1,1,0,0,0,0,1,0,1
2016,environmental/other,2,4,USA,chicken,2,1,1,0,0,0,0,1,0,1
2016,environmental/other,2,15,USA,chicken,1,1,1,0,0,0,0,1,0,1
2016,environmental/other,2,15,USA,chicken,1,1,1,0,0,0,0,1,0,1
2017,environmental/other,1,2,USA,chicken,2,1,1,0,0,0,0,1,0,1
2018,environmental/other,4,5,USA,chicken,2,1,1,0,0,0,0,1,0,1
2018,environmental/other,1,3,USA,chicken,2,1,1,0,0,0,0,1,0,1
2018,environmental/other,3,3,USA,chicken,2,1,1,0,0,0,0,1,0,1
2019,environmental/other,0,1,USA,chicken,2,1,1,0,0,0,0,1,0,1
2019,environmental/other,4,12,USA,chicken,1,0.8790322580645161,1,1,0,0,1,0,0,1
2019,environmental/other,4,3,USA,chicken,2,0.9596774193548387,1,1,0,0,0,0,0,1
2019,environmental/other,3,11,USA,chicken,1,0.9596774193548387,1,1,0,0,0,0,0,1
2019,environmental/other,5,15,USA,chicken,1,0.9596774193548387,0.8697674418604651,1,0,0,0,0,0,1
2016,environmental/other,3,4,USA,beef,2,0.9469357721013352,1,1,0,1,0,1,0,1
2016,environmental/other,4,26,USA,chicken,1,1,1,0,0,0,0,0,0,1
2018,environmental/other,7,33,USA,chicken,1,1,1,0,0,0,0,0,0,1
2018,environmental/other,14,11,USA,chicken,0,0.931818181818182,0.9593023255813954,1,0,0,0,0,0,1
2017,environmental/other,3,1,USA,chicken,2,0.8924731182795699,1,0,1,1,0,0,0,1
2018,environmental/other,6,5,USA,chicken,2,0.8924731182795699,1,0,1,1,0,0,0,1
2019,environmental/other,3,4,USA,chicken,2,0.8924731182795699,1,0,1,0,1,0,0,1
2019,environmental/other,0,5,USA,chicken,2,0.8924731182795699,1,0,1,1,0,0,0,1
2016,environmental/other,13,13,USA,beef,0,1,1,1,0,0,0,1,1,1
2016,environmental/other,10,16,USA,beef,0,1,1,1,0,0,0,1,1,1
2017,environmental/other,3,6,USA,chicken,2,0.9899193548387096,1,0,0,1,0,0,0,1
2017,environmental/other,0,2,USA,chicken,2,0.9899193548387096,1,1,0,1,1,0,0,1
2017,environmental/other,0,2,USA,chicken,2,0.9899193548387096,1,1,0,1,0,0,0,1
2017,environmental/other,2,4,USA,chicken,2,0.9899193548387096,1,1,0,1,0,0,0,1
2018,environmental/other,2,3,USA,chicken,2,0.9899193548387096,1,1,0,1,0,0,0,1
2018,environmental/other,1,2,USA,chicken,2,0.9899193548387096,1,1,0,1,0,0,0,1
2018,environmental/other,1,3,USA,chicken,2,0.9899193548387096,1,1,0,1,0,0,0,1
2018,environmental/other,0,2,USA,chicken,2,0.9899193548387096,1,1,0,1,0,0,0,1
2018,environmental/other,4,8,USA,chicken,1,0.9899193548387096,1,1,0,1,1,0,0,1
2019,environmental/other,1,2,USA,chicken,2,0.9899193548387096,1,1,0,1,0,0,0,1
2019,environmental/other,1,4,USA,chicken,2,0.8387096774193549,1,1,0,1,0,0,0,1
2019,environmental/other,0,0,USA,chicken,2,0.9899193548387096,1,1,0,1,0,0,0,1
2019,environmental/other,5,6,USA,chicken,2,0.9899193548387096,1,1,0,1,0,0,0,1
2018,environmental/other,0,1,USA,other/unspecified,2,1,1,0,1,0,0,0,0,1
2016,environmental/other,20,22,USA,chicken,0,0.8790322580645161,0.6914893617021276,1,0,0,0,0,0,1
2016,environmental/other,6,6,USA,beef,2,0.75,0.5596698069023485,1,0,1,0,0,0,1
2016,environmental/other,2,2,USA,beef,2,0.75,0.3236789875899824,1,0,0,0,0,0,1
2018,environmental/other,10,9,USA,chicken,0,0.9472140762463344,0.9241379310344828,1,0,0,0,1,1,1
2016,environmental/other,3,15,USA,beef,1,1,1,1,0,0,0,1,1,1
2016,environmental/other,25,21,USA,beef,0,1,1,1,0,0,0,1,1,1
2016,environmental/other,14,11,USA,beef,0,0.9811827956989247,1,0,0,0,0,1,0,1
2016,environmental/other,16,17,USA,beef,0,0.9811827956989247,1,0,0,0,0,1,0,1
2016,environmental/other,18,19,USA,beef,0,0.9811827956989247,0.8798449612403101,0,0,0,0,1,0,1
2016,environmental/other,6,18,USA,beef,1,0.9811827956989247,1,0,0,0,0,1,0,1
2017,environmental/other,15,19,USA,chicken,0,0.9811827956989247,1,0,0,0,0,1,0,1
2016,environmental/other,12,13,USA,beef,0,0.9717741935483872,1,1,0,0,0,0,0,1
2016,environmental/other,6,9,USA,beef,1,0.9717741935483872,1,1,0,0,0,0,0,1
2016,environmental/other,2,15,USA,beef,1,0.8870967741935484,0.780952380952381,1,0,0,0,1,0,1
2016,environmental/other,9,10,USA,beef,0,0.9717741935483872,1,1,0,0,0,0,0,1
2016,environmental/other,9,10,USA,beef,0,0.9717741935483872,1,1,0,0,0,0,0,1
2016,environmental/other,1,1,USA,chicken,2,0.9956797235023042,1,0,0,0,0,0,0,1
2017,environmental/other,11,11,USA,chicken,0,0.9956797235023042,1,0,0,0,0,0,0,1
2017,environmental/other,1,1,USA,chicken,2,0.9956797235023042,1,0,0,0,0,0,0,1
2017,environmental/other,2,5,USA,chicken,2,0.9956797235023042,1,0,0,0,0,0,0,1
2017,environmental/other,4,4,USA,chicken,2,0.9956797235023042,1,0,0,0,0,0,0,1
2017,environmental/other,3,3,USA,chicken,2,0.9956797235023042,1,0,0,0,0,0,0,1
2017,environmental/other,4,4,USA,chicken,2,0.9956797235023042,1,0,0,0,0,0,0,1
2017,environmental/other,3,4,USA,chicken,2,0.9956797235023042,1,0,0,0,0,0,0,1
2018,environmental/other,4,11,USA,chicken,1,0.9956797235023042,1,0,0,0,0,0,0,1
2018,environmental/other,8,8,USA,chicken,0,0.9956797235023042,0.9702380952380952,0,0,0,0,0,0,1
2018,environmental/other,0,4,USA,chicken,2,0.9956797235023042,1,0,0,0,0,0,0,1
2018,environmental/other,0,4,USA,chicken,2,0.9956797235023042,1,0,0,0,0,0,0,1
2018,environmental/other,3,3,USA,chicken,2,0.9956797235023042,1,0,0,0,0,0,0,1
2018,environmental/other,2,2,USA,other/unspecified,2,0.9956797235023042,1,0,0,0,1,0,0,1
2018,environmental/other,3,4,USA,chicken,2,0.9956797235023042,1,0,0,0,0,0,0,1
2018,environmental/other,3,2,USA,chicken,2,0.9956797235023042,1,0,0,0,0,0,0,1
2018,environmental/other,6,6,USA,chicken,2,0.9956797235023042,1,0,0,0,0,0,0,1
2018,environmental/other,0,7,USA,chicken,2,0.9956797235023042,1,0,0,0,0,0,0,1
2019,environmental/other,1,2,USA,chicken,2,0.9956797235023042,1,0,0,0,0,0,0,1
2019,environmental/other,5,5,USA,chicken,2,0.8790322580645161,0.9033183196985016,0,0,0,1,0,0,1
2019,environmental/other,1,0,USA,chicken,2,0.9956797235023042,1,0,0,0,0,0,0,1
2019,environmental/other,5,9,USA,chicken,1,0.9956797235023042,1,0,0,0,0,0,0,1
2019,environmental/other,6,1,USA,chicken,2,0.9956797235023042,1,0,0,0,0,0,0,1
2016,environmental/other,3,17,USA,chicken,1,0.97626582278481,1,1,0,1,0,1,0,1
2017,environmental/other,14,11,USA,chicken,0,0.97626582278481,1,1,0,1,0,1,0,1
2017,environmental/other,5,17,USA,chicken,1,0.97626582278481,1,1,0,1,0,1,0,1
2017,environmental/other,5,14,USA,chicken,1,0.97626582278481,1,1,0,1,0,1,0,1
2018,environmental/other,3,3,USA,chicken,2,0.97626582278481,1,1,0,1,0,1,0,1
2018,environmental/other,10,3,USA,chicken,1,0.97626582278481,1,1,0,1,0,1,0,1
2019,environmental/other,14,17,USA,chicken,0,0.97626582278481,1,1,0,1,0,1,0,1
2019,environmental/other,9,13,USA,chicken,0,0.97626582278481,1,1,0,1,0,1,0,1
2019,environmental/other,4,11,USA,chicken,1,0.8219936708860759,1,1,0,1,0,1,0,1
2019,environmental/other,10,5,USA,chicken,1,0.8219936708860759,1,0,0,1,1,1,0,1
2016,environmental/other,0,0,USA,beef,2,0.7643939393939394,0.3903368083400161,1,0,0,0,1,0,1
2016,environmental/other,4,10,USA,beef,1,0.9170006516780712,0.7926356589147286,1,0,1,0,1,0,1
2016,environmental/other,5,18,USA,beef,1,0.7643939393939394,0.3903368083400161,1,0,0,0,1,0,1
2016,environmental/other,15,17,USA,beef,0,0.9170006516780712,0.7926356589147286,1,0,1,0,1,0,1
2016,environmental/other,7,25,USA,beef,1,0.7643939393939394,0.3903368083400161,1,0,0,0,1,1,1
2016,environmental/other,4,10,USA,beef,1,0.9170006516780712,0.7926356589147286,1,0,1,0,1,0,1
2016,environmental/other,6,13,USA,chicken,1,0.9170006516780712,0.7926356589147286,1,0,1,0,1,1,1
2017,environmental/other,5,15,USA,chicken,1,0.9170006516780712,0.7926356589147286,1,0,1,0,1,1,1
2017,environmental/other,7,14,USA,chicken,1,0.8143695014662757,0.5489174017642342,1,0,1,0,0,0,1
2017,environmental/other,8,14,USA,chicken,0,0.9170006516780712,0.7926356589147286,1,0,1,0,1,0,1
2018,environmental/other,1,13,USA,chicken,1,0.9170006516780712,0.7926356589147286,1,0,1,0,1,0,1
2019,environmental/other,0,12,USA,chicken,1,0.9170006516780712,0.7926356589147286,1,0,1,0,1,0,1
2019,environmental/other,0,12,USA,chicken,1,0.9170006516780712,0.7926356589147286,1,0,1,0,1,0,1
2017,environmental/other,2,3,USA,chicken,2,0.972875226039783,1,0,1,1,0,1,0,1
2018,environmental/other,2,4,USA,chicken,2,0.972875226039783,1,0,1,1,0,1,0,1
2018,environmental/other,2,4,USA,chicken,2,0.972875226039783,1,0,1,1,0,1,0,1
2018,environmental/other,1,1,USA,chicken,2,0.972875226039783,1,0,1,1,1,1,0,1
2019,environmental/other,0,2,USA,chicken,2,0.972875226039783,1,0,1,1,0,1,0,1
2019,environmental/other,2,2,USA,chicken,2,0.810126582278481,1,0,1,1,0,1,0,1
2016,environmental/other,6,7,USA,beef,2,0.9597402597402598,0.8970099667774086,1,0,1,0,1,0,1
2016,environmental/other,7,8,USA,beef,1,0.9597402597402598,0.8970099667774086,1,0,1,0,1,0,1
2016,environmental/other,8,9,USA,beef,0,0.9597402597402598,0.8970099667774086,1,0,1,0,1,0,1
2016,environmental/other,7,6,USA,beef,2,0.7181818181818183,0.2790697674418605,1,0,0,0,1,0,1
2016,environmental/other,5,6,USA,beef,2,0.9597402597402598,0.8970099667774086,1,0,1,0,1,0,1
2016,environmental/other,4,5,USA,beef,2,0.9597402597402598,0.8970099667774086,1,0,1,0,1,0,1
2016,environmental/other,4,4,USA,beef,2,0.9597402597402598,0.8970099667774086,1,0,1,0,1,0,1
2016,environmental/other,6,3,USA,beef,2,1,1,1,0,0,0,1,0,1
2016,environmental/other,6,7,USA,beef,2,1,1,1,0,0,0,1,1,1
2016,environmental/other,3,3,USA,beef,2,1,1,1,0,0,0,1,0,1
2016,environmental/other,3,2,USA,beef,2,1,1,1,0,1,0,1,0,1
2016,environmental/other,0,0,USA,beef,2,1,1,1,0,1,0,1,0,1
2016,environmental/other,1,1,USA,beef,2,1,1,1,0,1,0,1,0,1
2016,environmental/other,0,0,USA,beef,2,1,1,1,0,1,0,1,0,1
2016,environmental/other,11,8,USA,beef,0,1,1,0,0,0,0,1,0,1
2016,environmental/other,12,19,USA,beef,0,1,1,0,0,0,0,1,0,1
2016,environmental/other,7,3,USA,beef,2,1,1,0,0,0,0,1,0,1
2016,environmental/other,7,2,USA,beef,2,1,1,0,0,0,0,1,0,1
2016,environmental/other,2,2,USA,beef,2,0.8870967741935484,0.950354609929078,1,0,0,0,1,0,1
2016,environmental/other,5,7,USA,beef,2,0.9623655913978496,0.93446088794926,1,0,0,0,0,0,1
2016,environmental/other,0,6,USA,chicken,2,0.9623655913978496,1,1,0,0,0,0,0,1
2016,environmental/other,16,15,USA,beef,0,0.8185483870967742,0.6355547656244077,1,0,0,0,0,0,1
2016,environmental/other,16,15,USA,beef,0,0.6370967741935484,0.5587828492392808,1,0,1,0,1,1,1
2016,environmental/other,24,25,USA,beef,0,0.8185483870967742,0.627906976744186,1,0,0,0,0,0,1
2018,environmental/other,1,2,USA,chicken,2,0.9441607728135244,1,1,0,0,0,1,0,1
2017,environmental/other,27,10,USA,other/unspecified,0,1,1,0,0,0,0,1,0,1
2017,environmental/other,14,9,USA,chicken,0,1,1,0,0,0,0,1,0,1
2016,environmental/other,8,8,USA,beef,0,1,1,0,0,0,0,0,0,1
2016,environmental/other,11,13,USA,beef,0,1,1,0,0,0,0,0,0,1
2017,environmental/other,11,9,USA,chicken,0,1,1,0,0,0,0,0,0,1
2016,environmental/other,4,3,USA,beef,2,1,1,1,0,0,0,1,1,1
2016,environmental/other,6,5,USA,beef,2,1,1,1,0,0,0,1,1,1
2016,environmental/other,0,15,USA,chicken,1,0.9919354838709676,1,0,0,0,0,0,0,1
2016,environmental/other,1,16,USA,chicken,1,0.9919354838709676,0.9319004723160088,0,0,0,0,0,0,1
2017,environmental/other,1,16,USA,chicken,1,0.9919354838709676,0.9317073170731708,0,0,0,0,0,0,1
2017,environmental/other,9,24,USA,chicken,0,0.9919354838709676,1,0,0,0,0,0,0,1
2017,environmental/other,7,20,USA,other/unspecified,1,0.9919354838709676,1,0,0,0,0,0,0,1
2017,environmental/other,1,16,USA,chicken,1,0.9919354838709676,0.9317073170731708,0,0,0,0,0,0,1
2017,environmental/other,2,15,USA,chicken,1,0.9919354838709676,1,0,0,0,0,0,0,1
2017,environmental/other,3,16,USA,chicken,1,0.9919354838709676,1,0,0,0,0,0,0,1
2017,environmental/other,1,16,USA,chicken,1,0.9919354838709676,0.9317073170731708,0,0,0,0,0,0,1
2017,environmental/other,3,18,USA,chicken,1,0.9919354838709676,1,0,0,0,0,0,0,1
2018,environmental/other,1,18,USA,chicken,1,0.9919354838709676,1,0,0,0,0,0,0,1
2018,environmental/other,7,22,USA,chicken,1,0.9919354838709676,1,0,0,0,0,0,0,1
2018,environmental/other,7,22,USA,chicken,1,0.9919354838709676,0.9848275862068966,0,0,0,0,0,0,1
2018,environmental/other,1,16,USA,chicken,1,0.9919354838709676,1,0,0,0,0,0,0,1
2019,environmental/other,1,16,USA,other/unspecified,1,0.8790322580645161,1,0,0,0,0,0,0,1
2019,environmental/other,3,14,USA,chicken,1,0.8790322580645161,1,0,0,0,0,0,0,1
2017,environmental/other,6,9,USA,chicken,1,0.922043010752688,0.9319004723160088,0,1,0,0,0,0,1
2017,environmental/other,6,7,USA,chicken,2,0.922043010752688,0.8970099667774086,0,1,0,0,0,0,1
2018,environmental/other,7,10,USA,chicken,1,0.922043010752688,1,0,1,0,0,0,0,1
2019,environmental/other,23,17,USA,chicken,0,0.7661290322580645,0.9447933970099668,0,1,0,0,1,0,1
2016,environmental/other,4,7,USA,beef,2,1,1,0,0,0,1,0,0,1
2016,environmental/other,6,9,USA,beef,1,1,0.8285928303905833,1,0,0,0,0,0,1
2016,environmental/other,5,5,USA,beef,2,1,1,1,0,0,0,0,0,1
2016,environmental/other,0,1,USA,beef,2,1,1,1,0,0,0,0,0,1
2016,environmental/other,0,1,USA,beef,2,1,1,1,0,0,0,0,0,1
2019,environmental/other,0,10,USA,other/unspecified,1,1,0.899795501022495,1,0,0,0,0,0,1
2019,environmental/other,0,10,USA,chicken,1,1,1,1,0,0,0,0,0,1
2019,environmental/other,1,6,USA,chicken,2,0.8790322580645161,0.6744186046511628,1,0,0,0,0,0,1
2016,environmental/other,14,22,USA,beef,0,1,1,0,0,0,0,1,0,1
2016,environmental/other,17,18,USA,beef,0,1,1,0,0,0,0,1,0,1
2016,environmental/other,10,26,USA,beef,0,1,1,0,0,0,0,1,0,1
2016,environmental/other,9,17,USA,beef,0,1,1,0,0,0,0,1,0,1
2019,environmental/other,2,3,USA,turkey,2,0.913358147229115,1,0,0,0,0,0,0,1
2016,environmental/other,2,5,USA,beef,2,0.9629015244317408,0.9447933970099668,1,0,1,0,1,0,1
2016,environmental/other,6,6,USA,beef,2,0.8299731182795699,0.6849823504983389,1,0,1,0,0,0,1
2016,environmental/other,8,8,USA,beef,0,0.9629015244317408,0.9447933970099668,1,0,1,0,1,1,1
2016,environmental/other,10,10,USA,beef,0,0.9629015244317408,0.9447933970099668,1,0,1,0,1,0,1
2016,environmental/other,4,12,USA,beef,1,0.9629015244317408,0.9447933970099668,1,0,1,0,1,1,1
2016,environmental/other,10,14,USA,beef,0,0.8056115145233153,0.7366071428571428,1,0,1,0,1,0,1
2017,environmental/other,4,4,USA,other/unspecified,2,0.9629015244317408,0.9447933970099668,1,0,1,0,1,1,1
2018,environmental/other,15,11,USA,chicken,0,0.9629015244317408,0.9447933970099668,0,0,1,1,1,1,1
2018,environmental/other,3,3,USA,chicken,2,0.9629015244317408,0.9447933970099668,1,0,1,0,1,1,1
2019,environmental/other,0,3,USA,chicken,2,0.7885055005563376,0.9447933970099668,1,0,1,0,1,1,1
2019,environmental/other,7,6,USA,turkey,2,0.890682094209044,0.6849823504983389,1,0,1,0,0,0,1
2016,environmental/other,8,5,USA,chicken,1,0.9881329113924052,1,0,1,1,0,1,0,1
2016,environmental/other,0,4,USA,chicken,2,0.9881329113924052,1,0,1,1,0,1,0,1
2016,environmental/other,0,4,USA,chicken,2,0.9881329113924052,1,0,1,1,0,1,0,1
2016,environmental/other,7,5,USA,chicken,2,0.9881329113924052,1,0,1,1,0,1,0,1
2017,environmental/other,5,5,USA,chicken,2,0.9881329113924052,1,0,1,1,0,1,0,1
2017,environmental/other,9,7,USA,other/unspecified,1,0.9881329113924052,1,0,1,1,0,1,0,1
2017,environmental/other,9,8,USA,chicken,0,0.9881329113924052,1,0,1,1,0,1,0,1
2017,environmental/other,9,9,USA,chicken,0,0.9881329113924052,1,0,1,1,0,1,0,1
2017,environmental/other,7,6,USA,chicken,2,0.9881329113924052,1,0,1,1,0,1,0,1
2017,environmental/other,5,4,USA,chicken,2,0.9881329113924052,1,0,1,1,0,1,0,1
2017,environmental/other,1,6,USA,chicken,2,0.9881329113924052,1,0,1,1,0,1,0,1
2017,environmental/other,1,5,USA,chicken,2,0.9881329113924052,1,0,1,1,0,1,0,1
2018,environmental/other,0,8,USA,chicken,1,0.9881329113924052,1,0,1,1,0,1,1,1
2018,environmental/other,3,3,USA,chicken,2,0.9881329113924052,1,0,1,1,0,1,0,1
2019,environmental/other,0,8,USA,chicken,1,0.810126582278481,1,0,1,1,0,1,1,1
2016,environmental/other,19,27,USA,chicken,0,0.9566532258064516,1,0,1,0,0,0,0,1
2016,environmental/other,4,3,USA,chicken,2,0.9566532258064516,1,0,1,0,0,0,0,1
2016,environmental/other,4,5,USA,chicken,2,0.9566532258064516,1,0,1,0,0,0,0,1
2019,environmental/other,2,5,USA,chicken,2,0.7783174486803519,0.5971428571428572,0,1,0,0,1,1,1
2019,environmental/other,11,18,USA,chicken,0,0.8841642228739003,1,0,1,0,0,1,0,1
2019,environmental/other,3,5,USA,chicken,2,0.9566532258064516,1,0,1,0,0,0,0,1
2016,environmental/other,17,15,USA,beef,0,0.9548387096774194,1,0,0,0,0,0,0,1
2017,environmental/other,12,4,USA,chicken,1,0.9096774193548388,1,0,0,0,0,1,0,1
2018,environmental/other,8,7,USA,chicken,1,0.9096774193548388,1,0,0,0,0,1,0,1
2018,environmental/other,7,11,USA,chicken,1,0.9548387096774194,1,0,0,0,0,0,0,1
2017,environmental/other,0,4,USA,chicken,2,1,1,0,1,0,1,0,0,1
2018,environmental/other,0,4,USA,chicken,2,1,1,0,1,0,0,0,0,1
2017,environmental/other,3,33,USA,chicken,1,1,1,1,0,0,0,0,0,1
2018,environmental/other,8,8,USA,chicken,0,1,1,1,0,0,0,0,0,1
2019,environmental/other,1,5,USA,chicken,2,0.8790322580645161,1,0,1,0,0,0,0,1
2019,environmental/other,0,8,USA,other/unspecified,1,0.8790322580645161,1,0,1,0,0,0,0,1
2018,environmental/other,0,4,USA,chicken,2,1,1,0,0,0,1,0,0,1
2016,environmental/other,3,3,USA,chicken,2,1,1,1,1,1,1,0,0,1
2016,environmental/other,3,4,USA,chicken,2,1,1,1,1,1,0,0,0,1
2016,environmental/other,2,3,USA,chicken,2,1,1,1,1,1,0,0,0,1
2016,environmental/other,2,3,USA,chicken,2,1,1,1,1,1,0,0,0,1
2016,environmental/other,8,8,USA,chicken,0,1,1,1,1,1,0,0,0,1
2016,environmental/other,1,3,USA,chicken,2,1,1,1,1,1,0,0,0,1
2016,environmental/other,1,1,USA,chicken,2,1,1,1,1,1,0,0,0,1
2016,environmental/other,1,1,USA,chicken,2,1,1,1,1,1,0,0,0,1
2016,environmental/other,9,9,USA,chicken,0,1,1,1,1,1,0,0,0,1
2017,environmental/other,0,0,USA,chicken,2,1,1,1,1,1,0,0,0,1
2017,environmental/other,0,0,USA,chicken,2,1,1,1,1,1,0,0,0,1
2017,environmental/other,1,1,USA,chicken,2,1,1,1,1,1,0,0,0,1
2018,environmental/other,5,5,USA,chicken,2,1,1,1,1,1,0,0,0,1
2018,environmental/other,1,1,USA,other/unspecified,2,1,1,1,1,1,0,0,0,1
2016,environmental/other,11,10,USA,chicken,0,0.7924050632911392,0.9255813953488372,0,1,1,0,1,0,1
2017,environmental/other,7,6,USA,chicken,2,0.7924050632911392,0.9255813953488372,0,1,1,0,1,0,1
2016,clinical,2,6,Thailand,stool,2,0.15901898734177217,0.627906976744186,0,1,1,0,1,0,1
2016,environmental/other,8,9,USA,beef,0,0.9956797235023042,1,1,0,0,0,1,0,1
2016,environmental/other,3,12,USA,chicken,1,0.9838709677419356,1,0,0,0,1,0,0,1
2016,environmental/other,13,4,USA,chicken,1,0.9838709677419356,1,0,0,0,1,0,0,1
2017,environmental/other,0,16,USA,chicken,1,0.9838709677419356,0.9593023255813954,0,0,0,1,0,0,1
2017,environmental/other,0,16,USA,chicken,1,0.9838709677419356,1,0,0,0,1,0,0,1
2017,environmental/other,1,17,USA,chicken,1,0.9838709677419356,1,0,0,0,1,0,0,1
2019,environmental/other,0,13,USA,chicken,1,0.9838709677419356,1,0,0,0,1,0,0,1
2019,environmental/other,1,21,USA,chicken,1,0.8870967741935484,0.4444444444444444,0,0,0,1,1,0,1
2016,environmental/other,28,17,USA,beef,0,0.9094574780058652,1,0,1,0,0,1,0,1
2019,environmental/other,3,0,USA,chicken,2,0.8850806451612903,1,0,1,0,0,0,0,1
2019,environmental/other,4,21,USA,other/unspecified,1,0.8148826979472141,0.9377593360995852,0,1,0,0,1,0,1
2016,environmental/other,11,12,USA,beef,0,0.9153225806451613,1,1,0,0,0,1,0,1
2016,environmental/other,9,10,USA,beef,0,0.9435483870967742,1,1,0,0,0,0,0,1
2016,environmental/other,6,8,USA,beef,1,0.9435483870967742,0.6585365853658536,1,0,0,1,0,0,1
2016,environmental/other,1,1,USA,beef,2,0.9153225806451613,0.7596899224806202,1,0,0,0,1,0,1
2016,environmental/other,8,16,USA,chicken,0,1,1,0,1,0,0,1,0,1
2017,environmental/other,4,12,USA,other/unspecified,1,1,1,0,1,0,0,1,0,1
2019,environmental/other,7,12,USA,chicken,1,1,1,0,1,0,0,1,0,1
2017,environmental/other,8,15,USA,chicken,0,0.9899193548387096,1,0,1,0,0,0,0,1
2018,environmental/other,0,1,USA,chicken,2,0.9899193548387096,1,0,1,0,0,0,0,1
2018,environmental/other,6,19,USA,chicken,1,0.9899193548387096,1,0,1,0,0,0,0,1
2018,environmental/other,3,28,USA,other/unspecified,1,0.9899193548387096,1,0,1,0,0,0,0,1
2018,environmental/other,14,8,USA,chicken,0,0.9899193548387096,0.8621621621621621,0,1,0,0,0,0,1
2019,environmental/other,3,3,USA,chicken,2,0.9899193548387096,1,0,1,0,0,0,0,1
2019,environmental/other,4,29,USA,chicken,1,0.9899193548387096,1,0,1,0,0,0,0,1
2019,environmental/other,3,21,USA,chicken,1,0.9899193548387096,1,0,1,0,0,0,0,1
2019,environmental/other,3,2,USA,chicken,2,0.8790322580645161,0.9070810142238712,0,1,0,0,0,0,1
2019,environmental/other,1,2,USA,chicken,2,0.9899193548387096,1,0,1,0,0,0,0,1
2016,environmental/other,6,9,USA,beef,1,0.9451476793248944,0.9226190476190476,1,0,1,0,1,0,1
2016,environmental/other,6,7,USA,beef,2,0.9451476793248944,0.9226190476190476,1,0,1,0,1,0,1
2016,environmental/other,6,11,USA,beef,1,0.8354430379746836,0.7678571428571428,1,0,1,1,1,0,1
2016,environmental/other,8,11,USA,beef,0,0.9451476793248944,0.9226190476190476,0,0,1,1,1,0,1
2016,environmental/other,3,3,USA,beef,2,0.906060606060606,0.7596899224806202,1,0,1,0,1,0,1
2016,environmental/other,2,2,USA,beef,2,0.906060606060606,0.7596899224806202,1,0,1,0,1,0,1
2016,environmental/other,1,3,USA,beef,2,0.906060606060606,0.7596899224806202,1,0,1,0,1,0,1
2016,environmental/other,7,7,USA,beef,2,0.7651515151515152,0.3992248062015504,1,0,0,0,1,0,1
2016,environmental/other,6,6,USA,beef,2,0.854361334867664,0.6651993355481728,1,0,1,0,1,0,1
2016,environmental/other,6,6,USA,beef,2,0.854361334867664,0.6651993355481728,1,0,1,0,1,0,1
2016,environmental/other,8,8,USA,beef,0,0.750909090909091,0.4102990033222592,1,0,0,0,1,1,1
2016,environmental/other,1,1,USA,beef,2,0.7412658227848101,0.5464285714285714,1,0,1,0,1,0,1
2016,environmental/other,3,3,USA,beef,2,0.854361334867664,0.6651993355481728,1,0,1,0,1,0,1
2016,environmental/other,8,16,USA,chicken,0,0.8870967741935484,0.9033183196985016,0,0,0,0,1,1,1
2017,environmental/other,24,2,USA,chicken,1,0.939516129032258,0.8570350165991025,1,0,0,0,0,0,1
2019,environmental/other,21,6,USA,chicken,1,0.8790322580645161,0.8389562701680204,1,0,0,0,0,0,1
2016,environmental/other,2,13,USA,chicken,1,0.9441607728135244,1,0,1,0,0,1,1,1
2016,environmental/other,4,7,USA,chicken,2,0.9441607728135244,1,0,1,0,0,1,1,1
