"collection_date","location","isolation_type","snp_cluster","min_same","min_diff","serotype","serovar_new","country","isolation_source_new","num_close","antigen_formula_new","suscept_sim","mdsA.COMPLETE","mdsB.COMPLETE","sul2.COMPLETE","sul1.COMPLETE","blaTEM.1.COMPLETE","aadA1.COMPLETE","fosA7.COMPLETE","blaCMY.2.COMPLETE","tet..A...COMPLETE","aph..3.....Ib.COMPLETE","aph..6...Id.COMPLETE","tet..B...COMPLETE","tetracycline","streptomycin","sulfisoxazole","ampicillin"
2016,"USA:VA","environmental/other","PDS000028934.4",9,NA,"Typhimurium","Other","USA","chicken",NA,"4:i:1,2",1,"1","1","1","0","0","0","0","0","1","0","0","0","0","1","0","1"
2016,"USA:NY","environmental/other","PDS000028934.4",3,NA,"Typhimurium","Typhimurium var. 5-","USA","turkey",NA,"4:i:1,2",1,"1","1","1","0","0","0","0","0","1","0","0","0","0","1","0","1"
2011,"USA: NM","environmental/other","PDS000003848.12",2,31,"Ohio","Other","USA","pork",1,"Other",0.961711711711712,"1","1","0","0","0","0","0","0","0","0","0","0","1","1","1","1"
2011,"USA:NM","environmental/other","PDS000003848.12",0,30,"Ohio","Other","USA","pork",1,"Other",0.923423423423423,"1","1","0","0","0","0","0","0","0","0","0","0","1","1","1","1"
2011,"USA:NM","environmental/other","PDS000003848.12",8,34,"Ohio","Other","USA","pork",0,"Other",0.961711711711712,"1","1","0","0","0","0","0","0","0","0","0","0","1","1","1","1"
2005,"USA:GA","environmental/other","PDS000004233.11",6,6,"Anatum","Anatum","USA","pork",2,"Other",0.97962154294032,"1","1","0","0","0","0","0","0","0","0","0","0","0","1","1","1"
2006,"USA:TN","environmental/other","PDS000004233.11",5,7,"Anatum","Anatum","USA","beef",2,"Other",0.97962154294032,"1","1","0","0","0","0","0","0","0","0","0","0","0","1","1","1"
2006,"USA:TN","environmental/other","PDS000004233.11",5,4,"Anatum","Anatum","USA","beef",2,"Other",0.938864628820961,"1","1","0","0","0","0","0","0","0","0","0","0","1","1","1","1"
2006,"USA:TN","environmental/other","PDS000004233.11",5,7,"Anatum","Anatum","USA","chicken",2,"Other",0.97962154294032,"1","1","0","0","0","0","0","0","0","0","0","0","0","1","1","1"
2014,"USA:GA","environmental/other","PDS000004848.8",3,NA,"Kentucky","Kentucky","USA","chicken",NA,"8:i:z6",0.900900900900901,"1","1","0","0","0","0","0","0","0","0","0","0","1","1","1","1"
2016,"USA:NM","environmental/other","PDS000004848.8",5,NA,"Kentucky","Kentucky","USA","chicken",NA,"8:i:z6",0.966966966966967,"1","1","0","0","0","0","0","0","0","0","0","0","1","1","1","1"
2016,"USA:NM","environmental/other","PDS000004848.8",17,NA,"Kentucky","Kentucky","USA","chicken",NA,"8:i:z6",0.966966966966967,"1","1","0","0","0","0","0","0","0","0","0","0","1","1","1","1"
2018,"USA:KS","environmental/other","PDS000004848.8",10,NA,"Kentucky","Kentucky","USA","chicken",NA,"8:i:z6",0.966966966966967,"1","1","0","0","0","0","0","0","0","0","0","0","1","1","1","1"
2014,"USA:NY","environmental/other","PDS000029726.7",11,26,"Typhimurium","Typhimurium var. 5-","USA","turkey",0,"4:i:1,2",0.694300518134715,"1","1","1","0","0","0","0","0","1","0","0","0","0","1","0","1"
2014,"USA:VA","environmental/other","PDS000029726.7",30,38,"Typhimurium","Typhimurium","USA","chicken",0,"4:i:1,2",0.50259067357513,"1","1","1","1","0","1","0","0","1","0","0","0","1","0","1","0"
2019,"USA:MD","environmental/other","PDS000029726.7",12,7,"Typhimurium","Typhimurium","USA","turkey",1,"4:i:1,2",0.694300518134715,"1","1","1","0","0","0","0","0","1","0","0","0","0","1","0","1"
2016,"USA:WI","environmental/other","PDS000029788.2",9,37,"London","Other","USA","pork",0,"Other",0.932432432432432,"1","1","0","0","0","0","0","0","0","0","0","0","1","1","1","1"
2016,"USA:OH","environmental/other","PDS000029788.2",1,36,"London","Other","USA","beef",1,"Other",0.932432432432432,"1","1","0","0","0","0","0","0","0","0","0","0","1","1","1","1"
2014,"USA","clinical","PDS000030047.8",2,NA,"Javiana","Other","USA","stool",NA,"Other",NA,"1","1","0","0","0","0","0","0","0","0","0","0","1","1","1","1"
2007,"USA:TN","environmental/other","PDS000031397.7",4,2,"Typhimurium","Typhimurium","USA","beef",2,"4:i:1,2",1,"1","1","0","0","0","0","0","0","0","0","0","0","1","1","1","1"
2007,"USA:TN","environmental/other","PDS000031397.7",4,2,"Typhimurium","Typhimurium","USA","beef",2,"4:i:1,2",1,"1","1","0","0","0","0","0","0","0","0","0","0","1","1","1","1"
2016,"USA:FL","environmental/other","PDS000029094.4",25,NA,"Agona","Other","USA","beef",NA,"Other",NA,"1","1","0","0","0","0","1","0","0","0","0","0","1","1","1","1"
2019,"USA:TN","environmental/other","PDS000031594.5",29,23,"Litchfield","Other","USA","pork",0,"Other",NA,"1","1","0","0","0","0","0","0","0","0","0","0","1","1","1","1"
2004,"USA:CA","environmental/other","PDS000030128.4",23,23,"Livingstone","Other","USA","chicken",0,"Other",0.848617176128093,"1","1","0","0","0","0","0","0","0","0","0","0","1","1","1","1"
2015,"USA:CA","environmental/other","PDS000030128.4",2,0,"Livingstone","Other","USA","chicken",2,"Other",0.916020824317768,"1","1","0","0","0","0","0","0","0","0","0","0","1","1","1","1"
2015,"USA:NM","environmental/other","PDS000030128.4",6,6,"Livingstone","Other","USA","chicken",2,"Other",0.916020824317768,"1","1","0","0","0","0","0","0","0","0","0","0","1","1","1","1"
2017,"USA:NM","environmental/other","PDS000030128.4",2,2,"Livingstone","Other","USA","chicken",2,"Other",0.884443395360426,"1","1","0","0","0","0","0","0","0","0","0","0","1","1","1","1"
NA,"USA","clinical","PDS000029035.7",15,42,"Typhimurium",NA,"USA",NA,0,"4:i:1,2",NA,"1","1","1","1","1","0","0","0","0","1","1","1","0","0","0","0"
2018,"USA:NM","environmental/other","PDS000033097.10",7,1,"I -:-:-","Other","USA","chicken",2,"Other",1,"1","1","0","0","0","0","0","0","0","0","0","0","1","1","1","1"
2019,"USA:KS","environmental/other","PDS000033097.10",0,10,"Muenchen","Other","USA","chicken",1,"Other",1,"1","1","0","0","0","0","0","0","0","0","0","0","1","1","1","1"
2007,"USA:NM","environmental/other","PDS000028763.6",24,47,"I 4,[5],12:i:-","Typhimurium var. 5-","USA","chicken",0,"Other",1,"1","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1"
2008,"USA:NM","environmental/other","PDS000028763.6",1,32,"I 4,[5],12:i:-","Other","USA","chicken",1,"Other",1,"1","1","0","0","0","0","0","0","0","0","0","0","1","1","1","1"
2008,"USA:NM","environmental/other","PDS000028763.6",1,31,"I 4,[5],12:i:-","Other","USA","chicken",1,"Other",1,"1","1","0","0","0","0","0","0","0","0","0","0","1","1","1","1"
2014,"USA:NE","environmental/other","PDS000030288.6",9,21,"Derby","Other","USA","pork",0,"Other",NA,"1","1","0","1","0","0","1","0","1","0","0","1","0","0","0","1"
2008,"USA:NM","environmental/other","PDS000030729.4",3,6,"Braenderup","Other","USA","chicken",2,"Other",0.925764192139738,"1","1","0","0","0","0","0","0","0","0","0","0","1","1","1","1"
2008,"USA:NM","environmental/other","PDS000030729.4",3,9,"Braenderup","Other","USA","chicken",1,"Other",0.925764192139738,"1","1","0","0","0","0","0","0","0","0","0","0","1","1","1","1"
2009,"USA:NM","environmental/other","PDS000030729.4",0,10,"Braenderup","Other","USA","chicken",1,"Other",0.925764192139738,"1","1","0","0","0","0","0","0","0","0","0","0","1","1","1","1"
2016,"USA:PA","environmental/other","PDS000030729.4",14,20,"Braenderup","Other","USA","chicken",0,"Other",0.888646288209607,"1","1","0","0","0","0","0","0","0","0","0","0","1","1","1","1"
2019,"USA:CA","environmental/other","PDS000030729.4",10,16,"Braenderup","Other","USA","chicken",0,"Other",0.888646288209607,"1","1","0","0","0","0","0","0","0","0","0","0","1","1","1","1"
2016,"USA:PA","environmental/other","PDS000076486.1",32,NA,"Cerro","Other","USA","beef",NA,"Other",NA,"1","1","0","0","0","0","0","0","0","0","0","0","1","1","1","1"
2013,"USA: MO","environmental/other","PDS000026539.7",7,25,"Livingstone","Other","USA","chicken",1,"Other",NA,"1","1","0","0","0","0","0","0","0","0","0","0","1","1","1","1"
2017,"USA:LA","environmental/other","PDS000028830.2",14,NA,"Kentucky","Kentucky","USA","chicken",NA,"8:i:z6",NA,"1","1","0","1","0","1","0","0","1","0","0","0","0","0","0","1"
2014,"USA","clinical","PDS000049747.9",5,NA,"Enteritidis","Enteritidis","USA","stool",NA,"9:g,m:-",NA,"1","1","0","0","0","0","0","0","0","0","0","0","1","1","1","1"
2016,"USA:CO","environmental/other","PDS000037706.8",2,NA,"Anatum","Anatum","USA","beef",NA,"Other",NA,"1","1","0","0","0","0","0","0","0","0","0","1","0","1","1","1"
2013,"USA: MN","environmental/other","PDS000004430.6",3,NA,"Heidelberg","Heidelberg","USA","turkey",NA,"4:r:1,2",0.985169491525424,"1","1","0","0","0","0","1","1","0","1","1","1","0","0","1","0"
2008,"USA:NM","environmental/other","PDS000004430.6",8,NA,"Heidelberg","Heidelberg","USA","turkey",NA,"4:r:1,2",0.940677966101695,"1","1","0","0","0","0","1","1","0","1","1","1","0","0","1","0"
2011,"USA: NM","environmental/other","PDS000004430.6",23,NA,"Heidelberg","Heidelberg","USA","turkey",NA,"4:r:1,2",0.985169491525424,"1","1","0","0","1","0","1","0","0","1","1","1","0","0","1","0"
2011,"USA:NM","environmental/other","PDS000004430.6",10,NA,"Heidelberg","Heidelberg","USA","turkey",NA,"4:r:1,2",0.985169491525424,"1","1","0","0","0","0","1","1","0","1","1","1","0","0","1","0"
2011,"USA:MN","environmental/other","PDS000004430.6",1,NA,"Heidelberg","Heidelberg","USA","turkey",NA,"4:r:1,2",0.985169491525424,"1","1","0","0","0","0","1","1","0","1","1","1","0","0","1","0"
2019,"USA:MN","environmental/other","PDS000028303.4",18,21,"Anatum","Anatum","USA","pork",0,"Other",NA,"1","1","0","0","0","0","0","0","0","0","0","0","1","1","1","1"
2016,"USA:GA","environmental/other","PDS000028160.5",2,4,"Kiambu","Other","USA","turkey",2,"Other",0.876126126126126,"1","1","0","0","0","0","0","0","0","0","0","0","1","1","1","1"
2018,"USA:TN","environmental/other","PDS000028160.5",1,4,"Kiambu","Other","USA","turkey",2,"Other",0.876126126126126,"1","1","0","0","0","0","0","0","0","0","0","0","1","1","1","1"
2018,"USA:GA","environmental/other","PDS000028160.5",1,5,"Kiambu","Other","USA","turkey",2,"Other",0.886737699237699,"1","1","0","0","0","0","0","0","0","0","0","0","1","0","1","1"
2018,"USA:GA","environmental/other","PDS000028160.5",4,8,"Kiambu","Other","USA","turkey",1,"Other",0.807510263397694,"1","1","0","1","0","1","0","0","0","0","0","0","0","0","0","1"
2018,"USA:GA","environmental/other","PDS000028160.5",1,5,"Kiambu","Other","USA","turkey",2,"Other",0.855868718006149,"1","1","0","1","0","1","0","0","0","0","0","0","1","0","0","1"
2014,"USA:MS","environmental/other","PDS000030372.5",24,51,"Derby","Other","USA","pork",0,"Other",0.814432989690722,"1","1","0","1","0","0","1","0","1","0","0","0","0","0","1","1"
2016,"USA:PA","environmental/other","PDS000030372.5",22,47,"I -:-:-","Other","USA","pork",0,"Other",0.814432989690722,"1","1","0","1","0","0","1","0","1","0","0","0","0","0","0","1"
2014,"USA:OH","environmental/other","PDS000030373.3",10,NA,"Anatum","Anatum","USA","pork",NA,"Other",NA,"1","1","0","0","0","0","0","0","0","0","0","0","0","1","1","1"
2016,"USA:TX","environmental/other","PDS000030486.5",3,NA,"Anatum","Anatum","USA","beef",NA,"Other",NA,"1","1","0","0","0","0","0","0","0","0","0","0","1","1","1","1"
2018,"USA:TX","environmental/other","PDS000031409.2",2,NA,"Cerro","Other","USA","beef",NA,"Other",NA,"1","1","0","0","0","0","0","0","0","0","0","0","1","1","1","1"
2017,"USA:SC","environmental/other","PDS000095863.2",10,14,"Berta","Other","USA","turkey",0,"Other",0.815315315315315,"1","1","0","0","0","0","0","0","0","0","0","0","1","1","1","1"
2017,"USA:SC","environmental/other","PDS000095863.2",10,12,"Berta","Other","USA","turkey",0,"Other",0.815315315315315,"1","1","0","1","0","1","0","0","0","0","0","0","1","0","0","1"
2016,"USA:CA","environmental/other","PDS000006074.8",3,11,"Uganda","Other","USA","beef",1,"Other",NA,"1","1","0","0","0","0","0","0","0","0","0","0","1","1","1","1"
2016,"USA:MN","environmental/other","PDS000028157.3",4,NA,"Mbandaka","Other","USA","chicken",NA,"Other",NA,"1","1","0","0","0","0","0","0","0","0","0","0","1","1","1","1"
2016,"USA:KS","environmental/other","PDS000030118.3",19,NA,"Anatum","Anatum","USA","beef",NA,"Other",1,"1","1","0","0","0","0","0","0","0","0","0","0","1","1","1","1"
2016,"USA:TX","environmental/other","PDS000030118.3",30,NA,"Anatum","Anatum","USA","beef",NA,"Other",1,"1","1","0","0","0","0","0","0","0","0","0","0","1","1","1","1"
2007,"USA:CT","environmental/other","PDS000030760.2",0,NA,"Schwarzengrund","Schwarzengrund","USA","turkey",NA,"Other",0.974248927038627,"1","1","0","0","0","0","0","0","0","0","0","0","1","1","1","1"
2007,"USA:CT","environmental/other","PDS000030760.2",0,NA,"Schwarzengrund","Schwarzengrund","USA","turkey",NA,"Other",0.974248927038627,"1","1","0","0","0","0","0","0","0","0","0","0","1","1","1","1"
2007,"USA:CT","environmental/other","PDS000030760.2",1,NA,"Schwarzengrund","Schwarzengrund","USA","turkey",NA,"Other",0.974248927038627,"1","1","0","0","0","0","0","0","0","0","0","0","1","1","1","1"
2008,"USA:GA","environmental/other","PDS000030760.2",1,NA,"Schwarzengrund","Schwarzengrund","USA","turkey",NA,"Other",0.974248927038627,"1","1","0","0","0","0","0","0","0","0","0","0","1","1","1","1"
2011,"USA:NY","environmental/other","PDS000030760.2",8,NA,"Schwarzengrund","Schwarzengrund","USA","turkey",NA,"Other",0.896995708154506,"1","1","0","0","0","0","0","0","0","0","0","0","1","1","1","1"
2008,"USA:MD","environmental/other","PDS000030731.4",7,32,"Enteritidis","Enteritidis","USA","chicken",1,"9:g,m:-",0.896995708154506,"1","1","0","0","0","0","0","0","0","0","0","0","1","1","1","1"
2011,"USA:GA","environmental/other","PDS000030731.4",5,38,"Enteritidis","Enteritidis","USA","chicken",1,"9:g,m:-",0.896995708154506,"1","1","0","0","0","0","0","0","0","0","0","0","1","1","1","1"
2008,"USA:GA","environmental/other","PDS000032407.2",2,11,"Infantis","Infantis","USA","chicken",1,"7:r:1,5",0.831877729257642,"1","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1"
2008,"USA:GA","environmental/other","PDS000032407.2",2,13,"Infantis","Infantis","USA","chicken",1,"7:r:1,5",0.831877729257642,"1","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1"
2011,"USA:GA","environmental/other","PDS000032407.2",1,14,"Infantis","Infantis","USA","chicken",1,"7:r:1,5",0.663755458515284,"1","0","0","0","0","0","0","1","0","0","0","0","1","1","1","0"
2014,"USA:MD","environmental/other","PDS000045206.5",10,10,"Cerro","Other","USA","pork",0,"Other",NA,"1","1","0","0","0","0","0","0","0","0","0","0","1","1","1","1"
2019,"USA:OR","environmental/other","PDS000048473.5",8,NA,"Kentucky",NA,"USA","chicken",NA,"8:i:z6",1,"1","1","0","0","0","0","0","0","0","0","0","0","1","1","1","1"
2019,"USA:MO","environmental/other","PDS000048473.5",26,NA,"Kentucky","Kentucky","USA","chicken",NA,"8:i:z6",1,"1","1","0","0","0","0","0","0","0","0","0","0","1","1","1","1"
2019,"USA:IA","environmental/other","PDS000048473.5",0,NA,"Kentucky","Kentucky","USA","chicken",NA,"8:i:z6",1,"1","1","0","0","0","0","0","0","0","0","0","0","1","1","1","1"
2007,"USA:NM","environmental/other","PDS000054709.5",NA,10,"Typhimurium","Typhimurium var. 5-","USA","beef",NA,"4:i:1,2",NA,"1","1","0","0","0","0","0","0","0","0","0","0","1","1","1","1"
2005,"USA:NM","environmental/other","PDS000032531.6",19,NA,"Kentucky","Kentucky","USA","chicken",NA,"8:i:z6",0.948497854077253,"1","1","0","0","0","0","0","0","0","0","0","0","1","1","1","1"
2007,"USA:NM","environmental/other","PDS000032531.6",19,NA,"Kentucky","Kentucky","USA","chicken",NA,"8:i:z6",0.948497854077253,"1","1","0","0","0","0","0","0","0","0","0","0","1","1","1","1"
2005,"USA:CO","environmental/other","PDS000032531.6",30,NA,"Kentucky","Kentucky","USA","chicken",NA,"8:i:z6",0.948497854077253,"1","1","0","0","0","0","0","0","0","0","0","0","1","1","1","1"
2013,"USA: NM","environmental/other","PDS000032531.6",32,NA,"Kentucky","Kentucky","USA","chicken",NA,"8:i:z6",0.92274678111588,"1","1","0","0","0","0","0","0","0","0","0","0","1","1","1","1"
2013,"USA: CO","environmental/other","PDS000032531.6",11,NA,"Kentucky","Kentucky","USA","chicken",NA,"8:i:z6",0.92274678111588,"1","1","0","0","0","0","0","0","0","0","0","0","1","1","1","1"
NA,"USA","clinical","PDS000032452.2",5,27,"Infantis",NA,"USA",NA,1,"7:r:1,5",NA,"1","1","0","0","0","0","0","1","0","0","0","0","1","1","1","0"
2018,"USA:TX","environmental/other","PDS000029533.6",11,NA,"I -:-:-","Other","USA","turkey",NA,"Other",NA,"1","1","0","0","0","0","0","0","0","0","0","0","1","1","1","1"
2014,"USA:NM","environmental/other","PDS000030693.5",22,16,"Schwarzengrund","Schwarzengrund","USA","turkey",0,"Other",0.752252252252252,"1","1","0","0","0","0","0","0","0","0","0","0","1","1","1","1"
2016,"USA:CA","environmental/other","PDS000030693.5",3,31,"Schwarzengrund","Schwarzengrund","USA","pork",1,"Other",0.635135135135135,"1","1","0","1","0","0","0","0","0","1","1","1","0","0","0","1"
2016,"USA:WA","environmental/other","PDS000030693.5",3,32,"Schwarzengrund","Schwarzengrund","USA","turkey",1,"Other",0.783783783783784,"1","1","0","0","0","0","0","0","0","0","0","0","1","1","1","1"
2006,"USA:NY","environmental/other","PDS000032003.4",13,31,"Senftenberg","Other","USA","turkey",0,"Other",0.847161572052402,"1","1","0","0","0","0","0","0","0","0","0","0","1","1","1","1"
2015,"USA:CT","environmental/other","PDS000032003.4",9,41,"Senftenberg","Other","USA","turkey",0,"Other",0.847161572052402,"1","1","0","0","0","0","0","0","0","0","0","0","1","1","1","1"
2017,"USA:LA","environmental/other","PDS000028075.4",5,35,"Ohio","Other","USA","chicken",1,"Other",NA,"1","1","0","0","0","0","0","0","0","0","0","0","1","1","1","1"
2016,"USA:TX","environmental/other","PDS000030454.5",3,9,"Montevideo","Other","USA","beef",1,"Other",NA,"1","1","0","0","0","0","0","0","0","0","0","0","1","1","1","1"
2016,"USA:TX","environmental/other","PDS000030389.3",13,NA,"Mbandaka","Other","USA","beef",NA,"Other",NA,"1","1","0","0","0","0","0","0","0","0","0","0","1","1","1","1"
2013,"USA: CA","environmental/other","PDS000032577.1",14,16,"Saintpaul","Saintpaul","USA","pork",0,"4:e,h:1,2",0.914163090128755,"1","1","0","0","0","0","0","0","0","0","0","0","1","1","1","1"
2016,"USA:IL","environmental/other","PDS000032577.1",5,10,"Saintpaul","Saintpaul","USA","pork",1,"4:e,h:1,2",0.914163090128755,"1","1","0","0","0","0","0","0","0","0","0","0","1","1","1","1"
2019,"USA:KS","environmental/other","PDS000053976.4",0,5,"Ruiru","Other","USA","turkey",2,"Other",0.882882882882883,"1","1","0","0","1","1","0","0","1","0","0","0","0","0","1","0"
2019,"USA:PA","environmental/other","PDS000053976.4",5,0,"Ruiru","Other","USA","turkey",2,"Other",0.882882882882883,"1","1","0","0","1","1","0","0","1","0","0","0","0","0","1","0"
2019,"USA:PA","environmental/other","PDS000053976.4",4,1,"Ruiru","Other","USA","turkey",2,"Other",0.765765765765766,"1","1","0","0","0","0","0","0","0","0","0","0","1","1","1","1"
2009,"USA:CA","environmental/other","PDS000078436.2",39,25,"Braenderup","Other","USA","chicken",0,"Other",NA,"1","1","0","0","0","0","0","0","0","0","0","0","1","1","1","1"
2018,"USA:MD","environmental/other","PDS000048556.6",0,NA,"Alachua","Other","USA","turkey",NA,"Other",1,"1","1","0","0","0","0","1","0","0","0","0","0","1","1","1","1"
2018,"USA:MD","environmental/other","PDS000048556.6",0,NA,"Alachua","Other","USA","turkey",NA,"Other",1,"1","1","0","0","0","0","1","0","0","0","0","0","1","1","1","1"
2019,"USA:MD","environmental/other","PDS000048556.6",2,NA,"Alachua","Other","USA","turkey",NA,"Other",1,"1","1","0","0","0","0","1","0","0","0","0","0","1","1","1","1"
2013,"Germany: Hrsten","environmental/other","PDS000092851.1",21,NA,"Dublin","Other","Germany","beef",NA,"Other",1,"1","1","0","0","0","0","0","0","0","0","0","0","1","0","0","1"
2012,"Germany: Tellingstedt","environmental/other","PDS000092851.1",27,NA,"Dublin","Other","Germany","beef",NA,"Other",1,"1","1","0","0","0","0","0","0","0","0","0","0","1","0","0","1"
2012,"Germany: Hemmingstedt","environmental/other","PDS000092851.1",27,NA,"Dublin","Other","Germany","beef",NA,"Other",1,"1","1","0","0","0","0","0","0","0","0","0","0","1","0","0","1"
2011,"Germany: Quickborn","environmental/other","PDS000092851.1",21,NA,"Dublin","Other","Germany","beef",NA,"Other",1,"1","1","0","0","0","0","0","0","0","0","0","0","1","0","0","1"
2011,"Germany: Burg","environmental/other","PDS000092851.1",22,NA,"- 9:g,p:-","Other","Germany","beef",NA,"Other",1,"1","1","0","0","0","0","0","0","0","0","0","0","1","0","0","1"
2009,"Germany: Bissee","environmental/other","PDS000092851.1",17,NA,"Dublin","Other","Germany","beef",NA,"Other",1,"1","1","0","0","0","0","0","0","0","0","0","0","1","0","0","1"
2009,"Germany: Bissee","environmental/other","PDS000092851.1",17,NA,"Dublin","Other","Germany","beef",NA,"Other",1,"1","1","0","0","0","0","0","0","0","0","0","0","1","0","0","1"
2014,"USA:GA","environmental/other","PDS000003964.7",2,32,"Infantis","Infantis","USA","pork",1,"7:r:1,5",1,"1","1","0","0","0","0","0","0","0","1","1","1","0","0","1","1"
2014,"USA:GA","environmental/other","PDS000003964.7",2,32,"Infantis","Infantis","USA","pork",1,"7:r:1,5",1,"1","1","0","0","0","0","0","0","0","1","1","1","0","0","1","1"
2014,"USA:KY","environmental/other","PDS000026691.4",17,17,"Typhimurium","Typhimurium","USA","pork",0,"4:i:1,2",0.590673575129534,"1","1","0","1","0","0","0","0","0","0","0","0","1","0","0","1"
2011,"USA:NM","environmental/other","PDS000026691.4",1,17,"Typhimurium","Typhimurium var. 5-","USA","pork",1,"4:i:1,2",0.590673575129534,"1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
NA,"USA","clinical","PDS000030185.5",0,NA,"Typhimurium",NA,"USA",NA,NA,"4:i:1,2",1,"1","1","1","0","1","0","0","0","1","1","1","0","0","0","0","0"
NA,"USA","clinical","PDS000030185.5",0,NA,"Typhimurium",NA,"USA",NA,NA,"4:i:1,2",1,"1","1","1","0","1","0","0","0","1","1","1","0","0","0","0","0"
2016,"USA:WI","environmental/other","PDS000030273.3",12,NA,"Montevideo","Other","USA","beef",NA,"Other",NA,"1","1","0","0","0","0","0","0","0","0","0","0","1","1","1","1"
2019,"USA:GA","environmental/other","PDS000030160.4",9,NA,"Kentucky","Kentucky","USA","chicken",NA,"8:i:z6",1,"1","1","0","0","0","0","0","0","0","1","1","1","0","0","1","1"
2019,"USA:GA","environmental/other","PDS000030160.4",6,NA,"Kentucky","Kentucky","USA","chicken",NA,"8:i:z6",1,"1","1","0","0","0","0","0","0","0","1","1","1","0","0","1","1"
2003,"USA:GA","environmental/other","PDS000032149.2",0,11,"Chester","Other","USA","turkey",1,"Other",0.831896551724138,"1","1","0","0","0","0","0","0","0","0","0","0","1","1","0","1"
2005,"USA:CO","environmental/other","PDS000032149.2",0,11,"Chester","Other","USA","turkey",1,"Other",0.846140453244993,"1","1","0","0","0","0","0","0","0","0","0","0","1","1","1","1"
2006,"USA:CO","environmental/other","PDS000032149.2",7,12,"Chester","Other","USA","turkey",1,"Other",0.83958687374965,"1","1","0","0","1","0","0","0","0","1","0","0","1","0","1","0"
2006,"USA:NM","environmental/other","PDS000032149.2",7,13,"Chester","Other","USA","turkey",1,"Other",0.83958687374965,"1","1","0","0","1","0","0","0","0","1","0","0","1","0","1","0"
2005,"USA:GA","environmental/other","PDS000032149.2",8,14,"Chester","Other","USA","turkey",0,"Other",0.866781976681653,"1","1","0","0","1","0","0","0","0","1","0","0","1","0","1","0"
2003,"USA:MD","environmental/other","PDS000032130.4",2,NA,"Agona","Other","USA","turkey",NA,"Other",0.871106757227447,"1","1","1","1","0","1","1","0","1","0","0","0","0","0","1","1"
