"collection_date","location","isolation_type","snp_cluster","min_same","min_diff","serotype","serovar_new","country","isolation_source_new","num_close","antigen_formula_new","suscept_sim","mdsA.COMPLETE","mdsB.COMPLETE","sul2.COMPLETE","sul1.COMPLETE","blaTEM.1.COMPLETE","aadA1.COMPLETE","fosA7.COMPLETE","blaCMY.2.COMPLETE","tet..A...COMPLETE","aph..3.....Ib.COMPLETE","aph..6...Id.COMPLETE","tet..B...COMPLETE","tetracycline","streptomycin","sulfisoxazole","ampicillin"
2010,"USA:NM","environmental/other","PDS000004383.109",4,20,"Saintpaul","Saintpaul","USA","turkey",1,"4:e,h:1,2",0.8809464,"1","1","0","0","1","0","0","0","0","0","0","1","0","1","1","0"
2009,"USA:MN","environmental/other","PDS000004383.109",3,12,"Saintpaul","Saintpaul","USA","turkey",1,"4:e,h:1,2",0.6774967,"1","1","0","1","1","1","0","0","0","0","0","1","0","0","0","0"
2009,"USA:MN","environmental/other","PDS000004383.109",4,21,"Saintpaul","Saintpaul","USA","turkey",1,"4:e,h:1,2",0.3847607,"1","1","0","0","1","0","0","0","0","0","0","1","1","1","1","0"
2009,"USA:NM","environmental/other","PDS000004383.109",0,19,"Saintpaul","Saintpaul","USA","turkey",1,"4:e,h:1,2",0.8809464,"1","1","0","0","1","0","0","0","0","0","0","1","0","1","1","0"
2010,"USA:GA","environmental/other","PDS000004383.109",0,35,"Saintpaul","Saintpaul","USA","turkey",1,"4:e,h:1,2",0.8809464,"1","1","0","0","1","0","0","0","0","0","0","1","0","1","1","0"
2010,"USA:NM","environmental/other","PDS000004383.109",4,10,"Saintpaul","Saintpaul","USA","turkey",1,"4:e,h:1,2",0.8809464,"1","1","0","0","1","0","0","0","0","0","0","1","0","1","1","0"
2010,"USA:NM","environmental/other","PDS000004383.109",4,11,"Saintpaul","Saintpaul","USA","turkey",1,"4:e,h:1,2",0.8420973,"1","1","0","0","1","0","0","0","0","0","0","1","0","1","1","0"
2009,"USA:NM","environmental/other","PDS000004383.109",6,15,"Saintpaul","Saintpaul","USA","turkey",1,"4:e,h:1,2",0.8809464,"1","1","0","0","1","0","0","0","0","0","0","1","0","1","1","0"
2009,"USA:NM","environmental/other","PDS000004383.109",0,16,"Saintpaul","Saintpaul","USA","turkey",1,"4:e,h:1,2",0.8809464,"1","1","0","0","1","0","0","0","0","0","0","1","0","1","1","0"
2009,"USA:NM","environmental/other","PDS000004383.109",0,16,"Saintpaul","Saintpaul","USA","turkey",1,"4:e,h:1,2",0.8809464,"1","1","0","0","1","0","0","0","0","0","0","1","0","1","1","0"
2009,"USA:NM","environmental/other","PDS000004383.109",6,20,"Saintpaul","Saintpaul","USA","turkey",1,"4:e,h:1,2",0.8091556,"1","1","0","0","1","0","0","0","0","0","0","1","0","1","1","0"
2009,"USA:CA","environmental/other","PDS000004383.109",3,18,"Saintpaul","Saintpaul","USA","turkey",1,"4:e,h:1,2",0.7701144,"1","1","0","0","1","0","0","0","0","1","0","1","0","0","1","0"
2009,"USA:CO","environmental/other","PDS000004383.109",1,15,"Saintpaul","Saintpaul","USA","turkey",1,"4:e,h:1,2",0.8809464,"1","1","0","0","1","0","0","0","0","0","0","1","0","1","1","0"
2009,"USA:NM","environmental/other","PDS000004383.109",1,17,"Saintpaul","Saintpaul","USA","turkey",1,"4:e,h:1,2",0.8809464,"1","1","0","0","1","0","0","0","0","1","0","1","0","1","1","0"
2009,"USA:NM","environmental/other","PDS000004383.109",4,22,"Saintpaul","Saintpaul","USA","turkey",1,"4:e,h:1,2",0.8091556,"1","1","0","0","1","0","0","0","0","0","0","1","0","1","1","0"
2009,"USA:NY","environmental/other","PDS000004383.109",1,19,"Saintpaul","Saintpaul","USA","turkey",1,"4:e,h:1,2",0.7394625,"1","1","0","1","1","1","0","0","0","0","0","1","0","0","0","0"
2009,"USA:NY","environmental/other","PDS000004383.109",0,18,"Saintpaul","Saintpaul","USA","turkey",1,"4:e,h:1,2",0.7394625,"1","1","0","0","1","0","0","0","0","0","0","1","0","0","0","0"
2009,"USA:NM","environmental/other","PDS000004383.109",0,16,"Saintpaul","Saintpaul","USA","turkey",1,"4:e,h:1,2",0.838495,"1","1","0","0","1","0","0","0","0","1","0","1","0","0","1","0"
2009,"USA:NM","environmental/other","PDS000004383.109",0,16,"Saintpaul","Saintpaul","USA","turkey",1,"4:e,h:1,2",0.8809464,"1","1","0","0","1","0","0","0","0","0","0","1","0","1","1","0"
2009,"USA:CO","environmental/other","PDS000004383.109",4,33,"Saintpaul","Saintpaul","USA","turkey",1,"4:e,h:1,2",0.838495,"1","1","0","0","1","0","0","0","0","0","0","1","0","0","1","0"
2009,"USA:CO","environmental/other","PDS000004383.109",3,24,"Saintpaul","Saintpaul","USA","turkey",1,"4:e,h:1,2",0.8809464,"1","1","0","0","1","0","0","0","0","0","0","1","0","1","1","0"
2009,"USA:CO","environmental/other","PDS000004383.109",2,30,"Saintpaul","Saintpaul","USA","turkey",1,"4:e,h:1,2",0.8809464,"1","1","0","0","1","0","0","0","0","0","0","1","0","1","1","0"
2010,"USA:TN","environmental/other","PDS000004383.109",5,20,"Saintpaul","Saintpaul","USA","turkey",1,"4:e,h:1,2",0.8809464,"1","1","0","0","1","0","0","0","0","0","0","1","0","1","1","0"
2010,"USA:TN","environmental/other","PDS000004383.109",4,39,"Saintpaul","Saintpaul","USA","turkey",1,"4:e,h:1,2",0.8809464,"1","1","0","0","1","0","0","0","0","0","0","1","0","1","1","0"
2010,"USA:CO","environmental/other","PDS000004383.109",1,31,"Saintpaul","Saintpaul","USA","turkey",1,"4:e,h:1,2",0.7271719,"1","1","0","1","1","1","0","0","0","0","0","0","1","1","0","0"
2010,"USA:CO","environmental/other","PDS000004383.109",3,35,"Saintpaul","Saintpaul","USA","turkey",1,"4:e,h:1,2",0.8091556,"1","1","0","0","1","0","0","0","0","0","0","1","0","1","1","0"
2010,"USA:CO","environmental/other","PDS000004383.109",6,35,"Saintpaul","Saintpaul","USA","turkey",1,"4:e,h:1,2",0.8213148,"1","1","0","0","1","0","0","0","0","0","0","1","0","1","1","0"
2010,"USA:CO","environmental/other","PDS000004383.109",4,33,"Saintpaul","Saintpaul","USA","turkey",1,"4:e,h:1,2",0.8809464,"1","1","0","0","1","0","0","0","0","0","0","1","0","1","1","0"
2009,"USA:GA","environmental/other","PDS000004383.109",2,11,"Saintpaul","Saintpaul","USA","turkey",1,"4:e,h:1,2",0.8809464,"1","1","0","0","1","0","0","0","0","0","0","1","0","1","1","0"
2009,"USA:GA","environmental/other","PDS000004383.109",3,14,"Saintpaul","Saintpaul","USA","turkey",1,"4:e,h:1,2",0.8809464,"1","1","0","0","1","0","0","0","0","0","0","1","0","1","1","0"
2009,"USA:GA","environmental/other","PDS000004383.109",2,13,"Saintpaul","Saintpaul","USA","turkey",1,"4:e,h:1,2",0.8809464,"1","1","0","0","1","0","0","0","0","0","0","1","0","1","1","0"
2009,"USA:GA","environmental/other","PDS000004383.109",2,13,"Saintpaul","Saintpaul","USA","turkey",1,"4:e,h:1,2",0.8809464,"1","1","0","0","1","0","0","0","0","0","0","1","0","1","1","0"
2010,"USA:NM","environmental/other","PDS000004383.109",4,13,"Saintpaul","Saintpaul","USA","turkey",1,"4:e,h:1,2",0.8809464,"1","1","0","0","1","0","0","0","0","0","0","1","0","1","1","0"
2010,"USA:GA","environmental/other","PDS000004383.109",4,19,"Saintpaul","Saintpaul","USA","turkey",1,"4:e,h:1,2",0.8809464,"1","1","0","0","1","0","0","0","0","0","0","1","0","1","1","0"
2009,"USA:GA","environmental/other","PDS000004383.109",0,16,"Saintpaul","Saintpaul","USA","turkey",1,"4:e,h:1,2",0.8091556,"1","1","0","0","1","0","0","0","0","0","0","1","0","1","1","0"
2009,"USA:GA","environmental/other","PDS000004383.109",0,16,"Saintpaul","Saintpaul","USA","turkey",1,"4:e,h:1,2",0.8091556,"1","1","0","0","1","0","0","0","0","0","0","1","0","1","1","0"
2009,"USA:GA","environmental/other","PDS000004383.109",2,8,"Saintpaul","Saintpaul","USA","turkey",1,"4:e,h:1,2",0.8809464,"1","1","0","0","1","0","0","0","0","0","0","1","0","1","1","0"
2009,"USA:PA","environmental/other","PDS000004383.109",6,23,"Saintpaul","Saintpaul","USA","turkey",1,"4:e,h:1,2",0.8381884,"1","1","0","0","0","0","0","0","0","0","0","1","0","1","1","1"
2009,"USA:GA","environmental/other","PDS000004383.109",1,17,"Saintpaul","Saintpaul","USA","turkey",1,"4:e,h:1,2",0.8091556,"1","1","0","0","1","0","0","0","0","0","0","1","0","1","1","0"
2009,"USA:GA","environmental/other","PDS000004383.109",2,18,"Saintpaul","Saintpaul","USA","turkey",1,"4:e,h:1,2",0.8091556,"1","1","0","0","1","0","0","0","0","0","0","1","0","1","1","0"
2009,"USA:GA","environmental/other","PDS000004383.109",0,16,"Saintpaul","Saintpaul","USA","turkey",1,"4:e,h:1,2",0.8091556,"1","1","0","0","1","0","0","0","0","0","0","1","0","1","1","0"
2009,"USA:GA","environmental/other","PDS000004383.109",0,16,"Saintpaul","Saintpaul","USA","turkey",1,"4:e,h:1,2",0.8091556,"1","1","0","0","1","0","0","0","0","0","0","1","0","1","1","0"
2009,"USA:GA","environmental/other","PDS000004383.109",0,16,"Saintpaul","Saintpaul","USA","turkey",1,"4:e,h:1,2",0.8091556,"1","1","0","0","1","0","0","0","0","0","0","1","0","1","1","0"
2009,"USA:GA","environmental/other","PDS000004383.109",2,16,"Saintpaul","Saintpaul","USA","turkey",1,"4:e,h:1,2",0.8809464,"1","1","0","0","1","0","0","0","0","0","0","1","0","1","1","0"
2009,"USA:GA","environmental/other","PDS000004383.109",0,16,"Saintpaul","Saintpaul","USA","turkey",1,"4:e,h:1,2",0.8809464,"1","1","0","0","1","0","0","0","0","0","0","1","0","1","1","0"
2009,"USA:NY","environmental/other","PDS000004383.109",1,23,"Saintpaul","Saintpaul","USA","turkey",1,"4:e,h:1,2",0.8782202,"1","1","0","0","0","0","0","0","0","0","0","1","0","1","1","1"
2009,"USA:PA","environmental/other","PDS000004383.109",0,22,"Saintpaul","Saintpaul","USA","beef",1,"4:e,h:1,2",0.8782202,"1","1","0","0","0","0","0","0","0","0","0","1","0","1","1","1"
2009,"USA:TN","environmental/other","PDS000004383.109",2,17,"Saintpaul","Saintpaul","USA","turkey",1,"4:e,h:1,2",0.8809464,"1","1","0","0","1","0","0","0","0","0","0","1","0","1","1","0"
2009,"USA:TN","environmental/other","PDS000004383.109",2,14,"Saintpaul","Saintpaul","USA","beef",1,"4:e,h:1,2",0.6774967,"1","1","0","1","1","1","0","0","0","0","0","1","0","0","0","0"
2009,"USA:PA","environmental/other","PDS000004383.109",2,24,"Saintpaul","Saintpaul","USA","turkey",1,"4:e,h:1,2",0.8782202,"1","1","0","0","0","0","0","0","0","0","0","1","0","1","1","1"
2009,"USA:TN","environmental/other","PDS000004383.109",3,17,"Saintpaul","Saintpaul","USA","beef",1,"4:e,h:1,2",0.7262456,"1","1","0","1","1","1","0","0","0","0","0","1","0","1","0","0"
2010,"USA:MN","environmental/other","PDS000004383.109",6,35,"Saintpaul","Saintpaul","USA","turkey",1,"4:e,h:1,2",0.8809464,"1","1","0","0","1","0","0","0","0","0","0","1","0","1","1","0"
2010,"USA:MN","environmental/other","PDS000004383.109",4,14,"Saintpaul","Saintpaul","USA","turkey",1,"4:e,h:1,2",0.7514783,"1","1","0","0","1","0","0","0","0","0","0","0","1","1","1","0"
2010,"USA:PA","environmental/other","PDS000004383.109",2,7,"Saintpaul","Saintpaul","USA","turkey",2,"4:e,h:1,2",0.8809464,"1","1","0","0","1","0","0","0","0","0","0","1","0","1","1","0"
2009,"USA:GA","environmental/other","PDS000004383.109",0,19,"Saintpaul","Saintpaul","USA","turkey",1,"4:e,h:1,2",0.8809464,"1","1","0","0","1","0","0","0","0","0","0","1","0","1","1","0"
2009,"USA:GA","environmental/other","PDS000004383.109",0,19,"Saintpaul","Saintpaul","USA","turkey",1,"4:e,h:1,2",0.8809464,"1","1","0","0","1","0","0","0","0","0","0","1","0","1","1","0"
2009,"USA:GA","environmental/other","PDS000004383.109",1,9,"Saintpaul","Saintpaul","USA","turkey",1,"4:e,h:1,2",0.8809464,"1","1","0","0","1","0","0","0","0","0","0","1","0","1","1","0"
2009,"USA:GA","environmental/other","PDS000004383.109",1,8,"Saintpaul","Saintpaul","USA","turkey",1,"4:e,h:1,2",0.8809464,"1","1","0","0","1","0","0","0","0","0","0","1","0","1","1","0"
2009,"USA:GA","environmental/other","PDS000004383.109",3,31,"Saintpaul","Saintpaul","USA","turkey",1,"4:e,h:1,2",0.8809464,"1","1","0","0","1","0","0","0","0","0","0","1","0","1","1","0"
2009,"USA:GA","environmental/other","PDS000004383.109",2,30,"Saintpaul","Saintpaul","USA","turkey",1,"4:e,h:1,2",0.8809464,"1","1","0","0","1","0","0","0","0","0","0","1","0","1","1","0"
2009,"USA:GA","environmental/other","PDS000004383.109",2,23,"Saintpaul","Saintpaul","USA","turkey",1,"4:e,h:1,2",0.8809464,"1","1","0","0","1","0","0","0","0","0","0","1","0","1","1","0"
2009,"USA:GA","environmental/other","PDS000004383.109",2,21,"Saintpaul","Saintpaul","USA","turkey",1,"4:e,h:1,2",0.8809464,"1","1","0","0","1","0","0","0","0","0","0","1","0","1","1","0"
2008,"USA:PA","environmental/other","PDS000004383.109",5,21,"Saintpaul","Saintpaul","USA","turkey",1,"4:e,h:1,2",0.8782202,"1","1","0","0","0","0","0","0","0","0","0","1","0","1","1","1"
2009,"USA:NM","environmental/other","PDS000004383.109",3,31,"Saintpaul","Saintpaul","USA","turkey",1,"4:e,h:1,2",0.8298622,"1","1","0","0","1","0","0","0","0","0","0","0","1","1","1","0"
2010,"USA:PA","environmental/other","PDS000004383.109",0,5,"Saintpaul","Saintpaul","USA","turkey",2,"4:e,h:1,2",0.7394625,"1","1","0","1","1","1","0","0","1","0","0","1","0","0","0","0"
2009,"USA:GA","environmental/other","PDS000004383.109",3,19,"Saintpaul","Saintpaul","USA","turkey",1,"4:e,h:1,2",0.6218802,"1","1","1","0","1","0","0","0","0","1","1","1","0","0","0","0"
2009,"USA:GA","environmental/other","PDS000004383.109",0,14,"Saintpaul","Saintpaul","USA","turkey",1,"4:e,h:1,2",0.6218802,"1","1","1","0","1","0","0","0","0","0","1","1","0","0","0","0"
2009,"USA:GA","environmental/other","PDS000004383.109",0,14,"Saintpaul","Saintpaul","USA","turkey",1,"4:e,h:1,2",0.5611145,"1","1","1","0","1","0","0","0","0","1","1","1","0","0","0","0"
2009,"USA:GA","environmental/other","PDS000004383.109",1,20,"Saintpaul","Saintpaul","USA","turkey",1,"4:e,h:1,2",0.8809464,"1","1","0","0","1","0","0","0","0","0","0","1","0","1","1","0"
2009,"USA:GA","environmental/other","PDS000004383.109",2,22,"Saintpaul","Saintpaul","USA","turkey",1,"4:e,h:1,2",0.8809464,"1","1","0","0","1","0","0","0","0","0","0","1","0","1","1","0"
2009,"USA:CO","environmental/other","PDS000004383.109",1,21,"Saintpaul","Saintpaul","USA","turkey",1,"4:e,h:1,2",0.8091556,"1","1","0","0","1","0","0","0","0","0","0","1","0","1","1","0"
2009,"USA:CO","environmental/other","PDS000004383.109",1,22,"Saintpaul","Saintpaul","USA","turkey",1,"4:e,h:1,2",0.8091556,"1","1","0","0","1","0","0","0","0","0","0","1","0","1","1","0"
2010,"USA:NM","environmental/other","PDS000004383.109",0,32,"Saintpaul","Saintpaul","USA","turkey",1,"4:e,h:1,2",0.8782202,"1","1","0","0","0","0","0","0","0","0","0","1","0","1","1","1"
2010,"USA:NM","environmental/other","PDS000004383.109",5,8,"Saintpaul","Saintpaul","USA","turkey",1,"4:e,h:1,2",0.8809464,"1","1","0","0","1","0","0","0","0","0","0","1","0","1","1","0"
2010,"USA:NM","environmental/other","PDS000004383.109",5,14,"Saintpaul","Saintpaul","USA","turkey",1,"4:e,h:1,2",0.8809464,"1","1","0","0","1","0","0","0","0","0","0","1","0","1","1","0"
2008,"USA:CO","environmental/other","PDS000004383.109",4,29,"Saintpaul","Saintpaul","USA","turkey",1,"4:e,h:1,2",0.8782202,"1","1","0","0","0","0","0","0","0","0","0","1","0","1","1","1"
2010,"USA:NM","environmental/other","PDS000004383.109",1,32,"Saintpaul","Saintpaul","USA","turkey",1,"4:e,h:1,2",0.7271719,"1","1","0","1","1","1","0","0","0","0","0","0","1","1","0","0"
2005,"USA:GA","environmental/other","PDS000004383.109",4,20,"Saintpaul","Saintpaul","USA","turkey",1,"4:e,h:1,2",0.8782202,"1","1","0","0","0","0","0","0","0","0","0","1","0","1","1","1"
2008,"USA:CO","environmental/other","PDS000004383.109",0,15,"Saintpaul","Saintpaul","USA","turkey",1,"4:e,h:1,2",0.8091556,"1","1","0","0","1","0","0","0","0","0","0","1","0","1","1","0"
2008,"USA:CO","environmental/other","PDS000004383.109",0,15,"Saintpaul","Saintpaul","USA","turkey",1,"4:e,h:1,2",0.8091556,"1","1","0","0","1","0","0","0","0","0","0","1","0","1","1","0"
2008,"USA:CT","environmental/other","PDS000004383.109",1,14,"Saintpaul","Saintpaul","USA","turkey",1,"4:e,h:1,2",0.8091556,"1","1","0","0","1","0","0","0","0","0","0","1","0","1","1","0"
2009,"USA:OR","environmental/other","PDS000004383.109",0,17,"Saintpaul","Saintpaul","USA","turkey",1,"4:e,h:1,2",0.8809464,"1","1","0","0","1","0","0","0","0","0","0","1","0","1","1","0"
2008,"USA:GA","environmental/other","PDS000004383.109",1,30,"Saintpaul","Saintpaul","USA","turkey",1,"4:e,h:1,2",0.8782202,"1","1","0","0","0","0","0","0","0","0","0","1","0","1","1","1"
2008,"USA:GA","environmental/other","PDS000004383.109",11,33,"Saintpaul","Saintpaul","USA","turkey",0,"4:e,h:1,2",0.7158406,"1","1","0","1","0","0","0","0","0","0","0","1","0","0","0","0"
2008,"USA:GA","environmental/other","PDS000004383.109",4,19,"Saintpaul","Saintpaul","USA","turkey",1,"4:e,h:1,2",0.8782202,"1","1","0","0","0","0","0","0","0","0","0","1","0","1","1","1"
2008,"USA:GA","environmental/other","PDS000004383.109",1,31,"Saintpaul","Saintpaul","USA","turkey",1,"4:e,h:1,2",0.8782202,"1","1","0","0","0","0","0","0","0","0","0","1","0","1","1","1"
2010,"USA:MN","environmental/other","PDS000004383.109",7,36,"Saintpaul","Saintpaul","USA","turkey",1,"4:e,h:1,2",0.8809464,"1","1","0","0","1","0","0","0","0","0","0","1","0","1","1","0"
2010,"USA:MN","environmental/other","PDS000004383.109",1,28,"Saintpaul","Saintpaul","USA","turkey",1,"4:e,h:1,2",0.8809464,"1","1","0","0","1","0","0","0","0","0","0","1","0","1","1","0"
2010,"USA:MN","environmental/other","PDS000004383.109",1,29,"Saintpaul","Saintpaul","USA","turkey",1,"4:e,h:1,2",0.8809464,"1","1","0","0","1","0","0","0","0","0","0","1","0","1","1","0"
2010,"USA:MD","environmental/other","PDS000004383.109",0,5,"Saintpaul","Saintpaul","USA","turkey",2,"4:e,h:1,2",0.7394625,"1","1","0","1","1","1","0","0","1","0","0","1","0","0","0","0"
2008,"USA:GA","environmental/other","PDS000004383.109",3,17,"Saintpaul","Saintpaul","USA","turkey",1,"4:e,h:1,2",0.7701144,"1","1","0","0","1","0","0","0","0","1","0","1","0","0","1","0"
2009,"USA:CO","environmental/other","PDS000004383.109",2,30,"Saintpaul","Saintpaul","USA","turkey",1,"4:e,h:1,2",0.8809464,"1","1","0","0","0","0","0","0","0","0","0","1","0","1","1","0"
2009,"USA:CO","environmental/other","PDS000004383.109",4,17,"Saintpaul","Saintpaul","USA","turkey",1,"4:e,h:1,2",0.8091556,"1","1","0","0","1","0","0","0","0","0","0","1","0","1","1","0"
2010,"USA:GA","environmental/other","PDS000004383.109",5,20,"Saintpaul","Saintpaul","USA","turkey",1,"4:e,h:1,2",0.5825332,"1","1","0","0","1","0","0","1","0","0","0","0","1","1","1","0"
2010,"USA:GA","environmental/other","PDS000004383.109",0,27,"Saintpaul","Saintpaul","USA","turkey",1,"4:e,h:1,2",0.8809464,"1","1","0","0","1","0","0","0","0","0","0","1","0","1","1","0"
2008,"USA:MN","environmental/other","PDS000004383.109",2,16,"Saintpaul","Saintpaul","USA","turkey",1,"4:e,h:1,2",0.838495,"1","1","0","0","1","0","0","0","0","1","0","1","0","0","1","0"
2008,"USA:NM","environmental/other","PDS000004383.109",2,17,"Saintpaul","Saintpaul","USA","turkey",1,"4:e,h:1,2",0.8809464,"1","1","0","0","1","0","0","0","0","0","0","1","0","1","1","0"
2010,"USA:NM","environmental/other","PDS000004383.109",4,33,"Saintpaul","Saintpaul","USA","turkey",1,"4:e,h:1,2",0.8809464,"1","1","0","0","1","0","0","0","0","0","0","1","0","1","1","0"
2010,"USA:CO","environmental/other","PDS000004383.109",0,27,"Saintpaul","Saintpaul","USA","turkey",1,"4:e,h:1,2",0.8809464,"1","1","0","0","1","0","0","0","0","0","0","1","0","1","1","0"
2012,"USA:NY","environmental/other","PDS000004383.109",1,7,"Saintpaul","Saintpaul","USA","turkey",2,"4:e,h:1,2",0.8559881,"1","1","0","0","1","0","0","0","0","0","0","1","0","1","1","0"
2012,"USA:NY","environmental/other","PDS000004383.109",10,30,"Saintpaul","Saintpaul","USA","turkey",0,"4:e,h:1,2",0.7260566,"1","1","0","0","1","1","0","0","1","0","0","0","0","0","1","0"
2012,"USA:GA","environmental/other","PDS000004383.109",14,34,"Saintpaul","Enteritidis","USA","chicken",0,"4:e,h:1,2",0.7783664,"1","1","0","0","1","1","0","0","1","0","0","0","1","1","1","1"
2012,"USA:PA","environmental/other","PDS000004383.109",5,15,"Saintpaul","Saintpaul","USA","turkey",1,"4:e,h:1,2",0.7469443,"1","1","0","1","1","1","0","0","0","0","0","0","1","0","0","0"
2012,"USA:MD","environmental/other","PDS000004383.109",13,17,"Saintpaul","Saintpaul","USA","turkey",0,"4:e,h:1,2",0.8047597,"1","1","0","0","1","0","0","0","0","0","0","1","0","1","1","0"
2012,"USA:LA","environmental/other","PDS000004383.109",6,11,"Saintpaul","Saintpaul","USA","turkey",1,"4:e,h:1,2",0.8559881,"1","1","0","0","1","0","0","0","0","0","0","1","0","1","1","0"
2012,"USA:MO","environmental/other","PDS000004383.109",13,28,"Saintpaul","Saintpaul","USA","turkey",0,"4:e,h:1,2",0.8559881,"1","1","0","0","1","0","0","0","0","0","0","1","0","1","1","0"
2012,"USA:MD","environmental/other","PDS000004383.109",5,22,"Saintpaul","Saintpaul","USA","turkey",1,"4:e,h:1,2",0.8047597,"1","1","0","0","1","0","0","0","0","0","0","1","0","1","1","0"
2011,"USA:MN","environmental/other","PDS000004383.109",2,29,"Saintpaul","Saintpaul","USA","turkey",1,"4:e,h:1,2",0.8559881,"1","1","0","0","1","0","0","0","0","0","0","1","0","1","1","0"
2011,"USA:NY","environmental/other","PDS000004383.109",2,35,"Saintpaul","Saintpaul","USA","turkey",1,"4:e,h:1,2",0.8559881,"1","1","0","0","1","0","0","0","0","0","0","1","0","1","1","0"
2011,"USA:NY","environmental/other","PDS000004383.109",4,26,"Saintpaul","Saintpaul","USA","turkey",1,"4:e,h:1,2",0.7155209,"1","1","0","0","1","1","0","0","1","0","0","1","0","0","1","0"
2011,"USA:NY","environmental/other","PDS000004383.109",2,35,"Saintpaul","Saintpaul","USA","turkey",1,"4:e,h:1,2",0.8559881,"1","1","0","0","1","0","0","0","0","0","0","1","0","1","1","0"
2011,"USA:CO","environmental/other","PDS000004383.109",2,18,"Saintpaul","Saintpaul","USA","turkey",1,"4:e,h:1,2",0.820942,"1","1","0","0","0","0","0","0","0","0","0","1","0","1","1","1"
2011,"USA:NM","environmental/other","PDS000004383.109",5,14,"Saintpaul","Saintpaul","USA","turkey",1,"4:e,h:1,2",0.8126069,"1","1","0","0","1","0","0","0","0","0","0","1","0","0","1","0"
2011,"USA:NM","environmental/other","PDS000004383.109",2,18,"Saintpaul","Saintpaul","USA","turkey",1,"4:e,h:1,2",0.820942,"1","1","0","0","0","0","0","0","0","0","0","1","0","1","1","1"
2011,"USA:CT","environmental/other","PDS000004383.109",2,34,"Saintpaul","Saintpaul","USA","turkey",1,"4:e,h:1,2",0.8559881,"1","1","0","0","1","0","0","0","0","0","0","1","0","1","1","0"
2011,"USA:GA","environmental/other","PDS000004383.109",0,32,"Saintpaul","Saintpaul","USA","turkey",1,"4:e,h:1,2",0.8559881,"1","1","0","0","1","0","0","0","0","0","0","1","0","1","1","0"
2011,"USA:GA","environmental/other","PDS000004383.109",1,33,"Saintpaul","Saintpaul","USA","turkey",1,"4:e,h:1,2",0.8559881,"1","1","0","0","1","0","0","0","0","0","0","1","0","1","1","0"
2011,"USA:GA","environmental/other","PDS000004383.109",3,35,"Saintpaul","Saintpaul","USA","turkey",1,"4:e,h:1,2",0.8559881,"1","1","0","0","1","0","0","0","0","0","0","1","0","1","1","0"
2011,"USA:NM","environmental/other","PDS000004383.109",4,35,"Saintpaul","Kentucky","USA","chicken",1,"4:e,h:1,2",0.8559881,"1","1","0","0","1","0","0","0","0","0","0","1","0","1","1","0"
2011,"USA:CO","environmental/other","PDS000004383.109",7,38,"Saintpaul","Saintpaul","USA","turkey",1,"4:e,h:1,2",0.8559881,"1","1","0","0","1","0","0","0","0","0","0","1","0","1","1","0"
2011,"USA:CO","environmental/other","PDS000004383.109",13,14,"Saintpaul","Saintpaul","USA","turkey",0,"4:e,h:1,2",0.8559881,"1","1","0","0","1","0","0","0","0","0","0","1","0","1","1","0"
2011,"USA:CO","environmental/other","PDS000004383.109",9,38,"Saintpaul","Saintpaul","USA","turkey",0,"4:e,h:1,2",0.8559881,"1","1","0","0","1","0","0","0","0","0","0","1","0","1","1","0"
2011,"USA:CO","environmental/other","PDS000004383.109",2,32,"Saintpaul","Saintpaul","USA","turkey",1,"4:e,h:1,2",0.8559881,"1","1","0","0","0","0","0","0","0","0","0","1","0","1","1","0"
2011,"USA:CO","environmental/other","PDS000004383.109",9,29,"Saintpaul","Saintpaul","USA","turkey",0,"4:e,h:1,2",0.7700904,"1","1","0","0","1","1","0","0","1","0","0","1","0","0","1","0"
2011,"USA:MD","environmental/other","PDS000004383.109",4,39,"Saintpaul","Saintpaul","USA","turkey",1,"4:e,h:1,2",0.6716557,"1","1","0","1","1","1","0","0","0","0","0","1","0","0","0","0"
2007,"USA:GA","environmental/other","PDS000004383.109",2,26,"Saintpaul","Saintpaul","USA","turkey",1,"4:e,h:1,2",0.5036209,"1","1","0","1","0","1","0","1","0","0","0","1","0","0","0","0"
2016,"USA:MD","environmental/other","PDS000004383.109",0,22,"Saintpaul","Saintpaul","USA","turkey",1,"4:e,h:1,2",0.7856149,"1","1","0","0","1","0","0","0","0","0","0","1","0","1","1","0"
2007,"USA:CO","environmental/other","PDS000004383.109",5,29,"Saintpaul","Saintpaul","USA","turkey",1,"4:e,h:1,2",0.838495,"0","1","0","0","1","0","0","0","0","1","0","1","0","0","1","0"
2012,"USA:NM","environmental/other","PDS000004383.109",4,24,"Saintpaul","Saintpaul","USA","turkey",1,"4:e,h:1,2",0.7700904,"0","1","0","0","1","1","0","0","1","0","0","1","0","0","1","0"
2014,"USA:MN","environmental/other","PDS000004383.109",7,18,"Saintpaul","Saintpaul","USA","turkey",1,"4:e,h:1,2",0.8164399,"0","1","0","0","1","0","0","0","0","0","0","1","0","1","1","0"
2008,"USA:GA","environmental/other","PDS000030981.138",14,21,"Meleagridis","Other","USA","chicken",0,"Other",0.7483128,"1","1","0","0","0","0","1","0","0","0","0","0","1","1","1","1"
2016,"USA:FL","environmental/other","PDS000030981.138",24,30,"Meleagridis","Other","USA","beef",0,"Other",0.811662,"1","1","0","0","0","0","1","0","0","0","0","0","1","1","1","1"
